StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q35_Consent2,Q3_Age,Q4_Gender,Q5_Edu_level,Q7_Pol_Ideology_1,Q8_Emp,Q10_Trust_1,Q10_Trust_2,Q10_Trust_3,Q10_Trust_4,Q11_WE_Home,Q12_WE_Visit,Q13_WE_Emp,Q14_WE_Invest,Q15_WT_Dist,Q16_WEUse,Q17_Know_1,Q17_Know_2,Q17_Know_3,Q17_Know_4,Q17_Know_5,Q17_Know_6,Q18,Q20_Env_Concern_1,Q20_Env_Concern_2,Q20_Env_Concern_3,Q20_Env_Concern_4,Q20_Env_Concern_5,Q20_Env_Concern_DO,Q24_SA_Att_1,Q24_SA_Att_2,Q24_SA_Att_3,Q24_SA_Att_4,Q24_SA_Att_5,Q25_SA_Fact_1,Q25_SA_Fact_2,Q25_SA_Fact_3,Q25_SA_Fact_4,Q25_SA_Fact_5,Q25_SA_Fact_6,Q25_SA_Fact_7,Q25_SA_Fact_8,Q25_SA_Fact_DO,Q26_SA_Behav_1,Q26_SA_Behav_2,Q26_SA_Behav_3,Q26_SA_Behav_4,Q26_SA_Behav_5,Q26_SA_Behav_DO,Q27_WTP,Q28_Acc_1,Q28_Acc_2,Q28_Acc_DO,Q29_Eco_Perc_1,Q29_Eco_Perc_2,Q29_Eco_Perc_3,Q29_Eco_Perc_4,Q29_Eco_Perc_5,Q29_Eco_Perc_6,Q29_Eco_Perc_7,Q30_Env_Id_1,Q30_Env_Id_2,Q30_Env_Id_3,Q30_Env_Id_4,Q30_Env_Id_5,Q30_Env_Id_6,Q30_Env_Id_7,Q30_Env_Id_8,Q30_Env_Id_9,Q30_Env_Id_10,Q30_Env_Id_11,Q30_Env_Id_DO,Q31_Check,Q31_Check_DO,Q32_Social_Norm_1,Q32_Social_Norm_2,Q32_Social_Norm_3,Q33_Comm_ID_1,Q33_Comm_ID_2,Q33_Comm_ID_3,Q34_TrustP_1,Q34_TrustP_2,Q34_TrustP_3,FL_24_DO
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""Q_RelevantIDDuplicate""}","{""ImportId"":""Q_RelevantIDDuplicateScore""}","{""ImportId"":""Q_RelevantIDFraudScore""}","{""ImportId"":""Q_RelevantIDLastStartDate"",""timeZone"":""UTC""}","{""ImportId"":""QID54""}","{""ImportId"":""QID4_TEXT""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID17_1""}","{""ImportId"":""QID27""}","{""ImportId"":""QID52_6""}","{""ImportId"":""QID52_7""}","{""ImportId"":""QID52_9""}","{""ImportId"":""QID52_10""}","{""ImportId"":""QID29""}","{""ImportId"":""QID30""}","{""ImportId"":""QID39""}","{""ImportId"":""QID42""}","{""ImportId"":""QID43_TEXT""}","{""ImportId"":""QID47""}","{""ImportId"":""QID41_1""}","{""ImportId"":""QID41_2""}","{""ImportId"":""QID41_3""}","{""ImportId"":""QID41_4""}","{""ImportId"":""QID41_5""}","{""ImportId"":""QID41_6""}","{""ImportId"":""QID46""}","{""ImportId"":""QID40_6""}","{""ImportId"":""QID40_7""}","{""ImportId"":""QID40_8""}","{""ImportId"":""QID40_9""}","{""ImportId"":""QID40_10""}","{""ImportId"":""QID40_DO""}","{""ImportId"":""QID34_1""}","{""ImportId"":""QID34_2""}","{""ImportId"":""QID34_3""}","{""ImportId"":""QID34_4""}","{""ImportId"":""QID34_5""}","{""ImportId"":""QID38_1""}","{""ImportId"":""QID38_2""}","{""ImportId"":""QID38_3""}","{""ImportId"":""QID38_4""}","{""ImportId"":""QID38_5""}","{""ImportId"":""QID38_6""}","{""ImportId"":""QID38_7""}","{""ImportId"":""QID38_8""}","{""ImportId"":""QID38_DO""}","{""ImportId"":""QID35_1""}","{""ImportId"":""QID35_2""}","{""ImportId"":""QID35_3""}","{""ImportId"":""QID35_4""}","{""ImportId"":""QID35_5""}","{""ImportId"":""QID35_DO""}","{""ImportId"":""QID36_TEXT""}","{""ImportId"":""QID37_1""}","{""ImportId"":""QID37_2""}","{""ImportId"":""QID37_DO""}","{""ImportId"":""QID51_6""}","{""ImportId"":""QID51_12""}","{""ImportId"":""QID51_7""}","{""ImportId"":""QID51_8""}","{""ImportId"":""QID51_9""}","{""ImportId"":""QID51_10""}","{""ImportId"":""QID51_11""}","{""ImportId"":""QID50_1""}","{""ImportId"":""QID50_13""}","{""ImportId"":""QID50_14""}","{""ImportId"":""QID50_4""}","{""ImportId"":""QID50_5""}","{""ImportId"":""QID50_6""}","{""ImportId"":""QID50_7""}","{""ImportId"":""QID50_8""}","{""ImportId"":""QID50_10""}","{""ImportId"":""QID50_11""}","{""ImportId"":""QID50_12""}","{""ImportId"":""QID50_DO""}","{""ImportId"":""QID49""}","{""ImportId"":""QID49_DO""}","{""ImportId"":""QID48_1""}","{""ImportId"":""QID48_2""}","{""ImportId"":""QID48_3""}","{""ImportId"":""QID44_1""}","{""ImportId"":""QID44_2""}","{""ImportId"":""QID44_3""}","{""ImportId"":""QID45_1""}","{""ImportId"":""QID45_2""}","{""ImportId"":""QID45_3""}","{""ImportId"":""FL_24_DO""}"
09/06/24 05:50,09/06/24 05:58,0,100,495,1,09/06/24 05:58,R_1FhTQDhUWdtbOqd,anonymous,EN,0.8999999761581421,,0,10,,1,51,1,7,1,1,1,3,2,3,1,2,3,2,,4,4,1,1,3,2,5,4,2,1,1,3,1,4|3|1|5|2,4,4,4,4,4,6,7,6,6,6,5,5,6,8|5|3|4|7|2|6|1,5,5,5,4,5,1|3|4|2|5,10,5,5,1|2,4,1,1,5,3,1,5,7,7,7,7,7,7,7,7,7,7,7,8|5|1|2|4|10|7|3|11|6|9,1,3|1|4|2,4,3,4,4,4,4,2,4,3,Condition1_Eco
09/06/24 06:27,09/06/24 06:38,0,100,630,1,09/06/24 06:38,R_WrhTCblp48IAvVn,anonymous,EN,0.800000012,,0,0,,1,57,1,9,2,7,3,5,2,2,1,2,1,1,,1,4,1,1,4,3,3,5,2,1,1,4,2,4|3|1|5|2,4,4,1,1,1,7,6,6,6,7,6,7,7,2|4|3|8|6|5|1|7,1,2,1,4,2,3|1|4|2|5,0,2,2,1|2,2,2,1,4,3,2,4,5,5,5,6,6,6,5,6,7,6,6,10|9|3|7|2|11|1|4|8|5|6,1,4|3|1|2,3,3,3,3,4,4,1,1,1,Condition3_Ctrl
09/06/24 06:59,09/06/24 07:10,0,100,681,1,09/06/24 07:10,R_2uDnzAFTcn27DRc,anonymous,EN,0.699999988,,0,0,,1,55,2,5,2,1,4,4,4,4,1,2,1,3,,1,4,2,1,4,3,2,4,2,2,2,4,2,5|2|4|3|1,4,3,3,3,3,6,6,6,6,6,6,6,6,2|6|7|3|5|1|4|8,3,3,3,3,3,4|3|1|2|5,,3,3,2|1,2,2,2,3,2,2,4,6,6,6,6,6,6,6,6,6,6,6,3|4|1|8|10|7|5|9|11|6|2,2,1|2|3|4,4,4,3,4,3,4,5,6,5,Condition1_Eco
09/06/24 07:30,09/06/24 07:37,0,100,414,1,09/06/24 07:37,R_3HRHIIVcaDUKljC,anonymous,EN,1,,0,0,,1,72,1,7,2,4,4,4,4,4,1,2,1,1,,4,4,1,1,2,3,5,,2,1,1,1,1,3|4|2|5|1,5,4,4,4,3,6,7,5,5,6,5,6,5,3|6|8|5|4|2|7|1,3,3,3,2,3,1|4|3|2|5,2,4,3,2|1,2,2,2,2,4,2,3,7,6,6,6,6,6,7,6,6,6,7,2|7|4|10|8|9|5|11|1|3|6,1,2|3|4|1,4,4,3,3,4,4,4,4,4,Condition2_Env
09/06/24 08:19,09/06/24 08:35,0,100,997,1,09/06/24 08:35,R_SNR33lFrhygA7RL,anonymous,EN,1,,0,0,,1,43,1,5,4,1,5,5,3,2,1,2,3,1,,3,5,3,1,5,3,5,2,3,1,1,5,1,4|1|2|5|3,5,4,1,1,1,7,7,7,7,7,7,7,7,7|3|2|6|8|1|5|4,3,3,3,3,3,3|1|4|2|5,0,2,4,1|2,4,4,2,2,2,3,4,7,7,6,7,7,7,7,7,7,7,7,7|5|2|4|9|10|3|6|8|1|11,1,3|1|2|4,3,4,4,3,3,2,3,5,6,Condition3_Ctrl
09/06/24 09:23,09/06/24 09:36,0,100,803,1,09/06/24 09:36,R_2w06Fw22zFFSXTm,anonymous,EN,1,,0,0,,1,34,1,7,3,1,1,2,3,1,1,2,1,2,,5,1,1,1,2,5,4,3,1,1,1,5,1,3|1|2|5|4,4,4,4,4,4,6,6,4,6,6,5,7,4,5|4|1|3|7|8|6|2,5,5,5,2,5,1|3|4|2|5,20,5,5,2|1,2,2,1,4,4,3,5,7,7,7,6,7,7,7,7,7,7,6,6|9|8|10|1|7|3|4|5|11|2,1,4|2|1|3,4,4,5,4,5,5,5,5,5,Condition2_Env
09/06/24 09:26,09/06/24 09:54,0,100,1670,1,09/06/24 09:54,R_3L4QrmIrucm0wvb,anonymous,EN,1,,0,5,,1,48,1,8,2,1,2,2,2,3,1,2,1,2,,4,2,5,5,5,4,4,3,2,1,1,4,2,2|4|5|1|3,5,5,5,5,5,6,7,6,7,6,6,6,6,3|2|7|8|5|1|6|4,3,5,5,1,4,2|3|4|1|5,10,5,5,1|2,2,2,1,3,5,1,5,7,7,6,7,7,7,7,7,7,7,7,11|2|9|5|6|10|3|7|8|1|4,4,4|2|3|1,2,3,4,2,3,3,3,3,3,Condition3_Ctrl
09/06/24 09:19,09/06/24 10:03,0,100,2605,1,09/06/24 10:03,R_cJapiNCur7LnBV7,anonymous,EN,0.8999999761581421,,0,0,,1,45,1,6,4,1,2,2,4,2,1,2,2,1,,5,1,1,1,2,3,5,3,1,1,1,4,1,1|2|5|3|4,4,4,2,1,1,5,6,7,3,6,7,5,6,7|2|1|3|4|8|5|6,3,2,2,4,3,3|2|1|4|5,0,4,4,1|2,2,2,2,3,3,1,6,7,7,7,7,7,7,7,7,7,7,7,8|1|10|4|3|2|11|7|9|6|5,4,1|4|3|2,5,5,3,5,4,5,1,1,3,Condition1_Eco
09/06/24 10:13,09/06/24 10:26,0,100,750,1,09/06/24 10:26,R_2anuXo6BCphBhgO,anonymous,EN,1,,0,0,,1,61,1,4,1,4,1,3,2,2,1,1,1,3,,4,4,3,2,2,3,4,3,2,2,1,4,1,3|1|5|4|2,4,3,3,3,3,6,6,6,4,6,5,5,6,6|4|3|2|7|5|8|1,2,4,4,3,4,2|1|3|4|5,10,4,4,2|1,5,3,1,3,3,2,5,7,6,7,5,7,7,6,7,7,7,7,2|6|1|5|10|3|11|7|4|8|9,1,3|1|4|2,3,2,3,4,3,3,5,4,4,Condition2_Env
09/06/24 10:23,09/06/24 10:35,0,100,712,1,09/06/24 10:35,R_2t3erUEozLIiGVk,anonymous,EN,1,,0,0,,1,55,1,4,3,7,2,2,4,3,1,2,1,2,,1,1,1,2,1,5,4,3,3,3,4,2,4,1|4|5|3|2,5,5,5,5,5,1,5,5,7,4,6,7,5,5|2|6|1|4|8|3|7,1,4,2,1,1,3|2|1|4|5,5,5,5,1|2,3,3,3,2,2,2,1,2,1,1,1,2,5,4,1,1,3,1,9|8|6|11|4|3|2|1|7|10|5,1,1|4|3|2,1,2,3,2,2,2,1,1,2,Condition3_Ctrl
09/06/24 10:22,09/06/24 10:36,0,100,849,1,09/06/24 10:36,R_Rkm1QUCGexYD2U1,anonymous,EN,1,,0,0,,1,73,1,5,4,4,4,2,3,4,1,2,2,1,,3,3,1,1,2,4,5,,1,1,1,4,2,4|5|2|1|3,5,4,3,3,2,5,6,6,5,5,6,6,5,1|2|7|4|8|5|6|3,4,5,2,1,4,2|4|3|1|5,10,4,5,2|1,4,2,3,4,5,1,6,7,7,7,7,7,7,4,7,6,7,7,1|4|11|3|9|7|2|5|10|6|8,,4|3|2|1,3,4,3,3,2,4,3,4,4,Condition3_Ctrl
09/06/24 10:22,09/06/24 10:38,0,100,941,1,09/06/24 10:38,R_269oHwce9xOCDc6,anonymous,EN,0.10000000149011612,,0,115,,1,52,1,4,,1,1,2,1,3,1,2,1,1,,4,1,4,4,1,1,2,,2,1,2,5,3,1|2|4|3|5,2,2,3,3,3,6,4,7,3,2,5,7,7,3|7|8|5|4|1|6|2,2,2,1,3,3,1|4|2|3|5,0,3,3,2|1,6,5,2,5,3,1,5,7,7,6,7,7,7,7,7,7,7,7,11|4|1|2|5|6|8|3|7|9|10,4,3|4|1|2,4,5,5,3,4,3,3,4,3,Condition2_Env
09/06/24 10:23,09/06/24 10:43,0,100,1166,1,09/06/24 10:43,R_2xKIlUyY8t8s3UE,anonymous,EN,1,,0,0,,1,42,1,7,3,1,1,2,2,1,1,2,1,1,,5,4,4,3,3,5,1,4,4,1,1,5,1,4|1|2|5|3,5,4,4,4,4,7,7,7,7,7,7,7,7,3|8|4|6|2|7|1|5,4,5,5,2,5,4|3|1|2|5,5,4,4,2|1,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,9|8|11|5|4|10|3|6|7|2|1,4,3|1|2|4,5,5,5,3,4,4,2,2,2,Condition1_Eco
09/06/24 10:39,09/06/24 10:52,0,100,802,1,09/06/24 10:52,R_0Cx670VKDVEgW89,anonymous,EN,0.8999999761581421,,0,0,,1,45,1,4,3,1,2,1,2,1,1,1,1,2,,1,3,1,1,3,3,5,2,2,2,1,5,4,5|2|3|4|1,5,5,5,1,1,7,7,7,7,7,7,7,7,8|7|6|5|3|4|1|2,5,5,5,2,5,3|2|4|1|5,20,4,5,1|2,6,6,4,4,5,3,5,7,7,7,7,7,7,7,7,7,7,7,8|10|4|11|3|7|1|9|2|5|6,4,3|2|1|4,5,5,5,5,5,5,1,1,1,Condition3_Ctrl
09/06/24 10:57,09/06/24 11:10,0,100,792,1,09/06/24 11:10,R_30eNdWo3b6jKaLi,anonymous,EN,0.8999999761581421,,0,0,,1,41,1,7,5,1,5,5,5,3,1,2,1,2,,1,1,1,1,1,5,5,4,2,2,2,2,2,3|5|4|2|1,5,5,5,5,5,7,6,6,7,7,6,6,6,4|5|7|1|3|2|6|8,4,5,5,1,4,4|2|1|3|5,10,5,5,2|1,1,1,1,3,2,1,1,4,5,4,7,7,7,7,7,7,7,4,10|6|8|5|3|1|2|9|11|4|7,4,4|2|1|3,3,3,1,3,5,3,1,1,1,Condition1_Eco
09/06/24 11:01,09/06/24 11:12,0,100,678,1,09/06/24 11:12,R_d69V6KnAeVK5Awp,anonymous,EN,0.8999999761581421,,0,0,,1,54,1,8,5,2,3,3,3,3,1,2,1,1,,4,2,4,4,2,4,5,2,2,2,1,4,3,4|5|2|3|1,4,4,4,4,4,7,6,6,6,6,6,6,6,1|4|2|3|8|7|6|5,3,3,3,3,3,4|2|3|1|5,0,3,3,1|2,3,2,2,3,4,2,6,6,6,6,6,6,6,6,6,7,6,6,8|2|4|3|9|5|1|11|6|7|10,1,3|1|4|2,3,4,3,3,3,3,2,3,4,Condition2_Env
09/06/24 11:00,09/06/24 11:20,0,100,1173,1,09/06/24 11:20,R_3q7PftRYcsuWnoN,anonymous,EN,1,,0,0,,1,36,1,4,4,1,1,3,4,2,1,2,1,2,,4,1,1,1,2,4,5,4,2,1,1,5,1,4|2|3|5|1,5,5,5,4,2,6,7,6,5,7,3,5,6,5|3|4|7|2|8|6|1,4,4,4,3,4,1|4|2|3|5,20,5,5,2|1,5,4,3,4,3,5,5,7,7,7,7,7,7,7,7,7,7,7,5|8|10|11|9|2|4|3|6|1|7,4,1|4|3|2,2,1,4,4,5,4,1,1,1,Condition3_Ctrl
09/06/24 11:39,09/06/24 11:44,0,100,321,1,09/06/24 11:44,R_2CWk0Lf2zuBTJjM,anonymous,EN,0.8999999761581421,,0,25,,1,39,1,4,3,1,2,4,2,1,1,2,1,1,,3,4,4,4,5,2,5,2,4,1,3,5,4,4|1|3|5|2,2,2,2,2,2,6,6,6,7,7,7,6,6,2|8|7|3|5|6|4|1,1,1,1,5,1,1|4|3|2|5,0,1,1,1|2,1,1,6,3,1,4,1,7,7,7,7,7,7,7,7,7,7,7,4|2|11|8|5|3|9|6|10|1|7,2,4|1|2|3,2,4,1,2,4,4,2,7,7,Condition1_Eco
09/06/24 12:57,09/06/24 13:14,0,100,970,1,09/06/24 13:14,R_1gzhpHGBJA3Af0U,anonymous,EN,1,,0,0,,1,50,1,5,4,1,2,2,2,2,1,2,2,1,,3,3,1,2,2,3,4,3,1,1,1,4,3,2|4|5|1|3,5,5,3,3,3,6,7,5,5,5,5,7,6,2|1|8|7|4|6|3|5,3,3,3,3,3,2|1|3|4|5,1,4,4,1|2,3,3,2,4,4,3,4,4,6,7,6,7,7,5,6,6,6,6,1|7|10|2|9|6|4|3|11|8|5,1,1|2|3|4,2,5,4,4,5,4,5,5,6,Condition2_Env
09/06/24 11:52,09/06/24 13:31,0,100,5932,1,09/06/24 13:31,R_268vvunsw3Hi7La,anonymous,EN,1,,0,0,,1,67,1,7,2,1,3,4,4,4,1,2,3,3,,5,1,1,1,1,4,5,3,1,1,1,5,1,3|1|2|4|5,5,5,5,5,4,7,7,7,7,7,7,7,7,4|7|2|1|6|8|5|3,4,4,5,3,4,3|4|1|2|5,20,5,5,1|2,6,4,5,4,3,2,1,7,7,7,7,7,7,7,7,7,7,7,2|6|8|11|4|7|9|3|1|10|5,1,1|3|4|2,5,5,5,5,5,5,2,2,2,Condition3_Ctrl
09/06/24 13:53,09/06/24 14:07,0,100,837,1,09/06/24 14:07,R_blm446RQwvjtoA1,anonymous,EN,1,,0,0,,1,54,1,5,1,1,1,3,3,2,1,1,1,2,,4,3,1,2,4,3,5,4,1,1,1,5,1,2|5|3|1|4,5,4,5,4,2,6,6,6,6,6,6,6,6,5|3|7|1|6|4|2|8,3,5,4,3,4,2|4|3|1|5,5,4,4,1|2,5,4,2,4,4,2,5,7,7,6,7,7,7,6,7,7,7,7,3|6|10|5|8|4|7|11|1|9|2,1,1|2|3|4,4,3,4,3,4,3,3,5,3,Condition2_Env
09/06/24 10:51,09/06/24 14:42,0,100,13880,1,09/06/24 14:42,R_2QxkHsFm1KtCS7O,anonymous,EN,1,,0,0,,1,47,1,6,2,1,2,1,4,3,1,2,2,2,,3,4,1,1,1,5,5,3,2,1,1,5,1,4|3|5|1|2,5,5,5,5,4,7,7,7,6,1,7,7,7,4|7|3|8|6|5|1|2,3,5,5,1,5,2|3|1|4|5,10,5,5,1|2,5,2,1,5,6,1,6,6,7,7,6,7,7,7,7,6,7,7,9|2|5|11|4|7|10|3|6|1|8,4,2|3|4|1,4,3,5,4,4,4,3,5,4,Condition3_Ctrl
09/06/24 15:22,09/06/24 15:28,0,100,376,1,09/06/24 15:28,R_2E5moPr81rYDKP8,anonymous,EN,1,,0,0,,1,27,1,5,1,1,2,4,2,1,1,2,3,2,,4,2,1,1,1,4,5,3,1,1,1,5,1,5|2|1|3|4,5,5,5,5,5,6,7,6,7,4,7,7,5,5|2|6|7|1|8|4|3,5,5,5,2,5,3|1|2|4|5,5,5,5,2|1,4,2,1,5,5,2,5,7,7,7,7,7,7,7,7,7,7,7,9|4|1|10|8|6|2|5|11|3|7,2,4|3|2|1,4,2,5,4,4,3,5,5,5,Condition1_Eco
09/06/24 15:40,09/06/24 15:50,0,100,569,1,09/06/24 15:50,R_3m8hdrKKtObYZp2,anonymous,EN,0.4000000059604645,,0,0,,1,50,1,7,1,1,1,4,3,1,1,2,2,1,,1,3,2,2,2,3,4,4,1,1,1,4,3,2|3|5|4|1,4,3,2,1,4,6,5,7,5,3,6,7,5,5|8|1|4|7|2|6|3,3,4,4,3,5,2|1|4|3|5,0,3,3,2|1,2,2,1,5,5,3,5,7,7,6,7,7,7,7,7,7,7,7,4|1|5|9|10|7|2|6|11|3|8,1,1|4|3|2,3,3,3,5,5,3,5,3,2,Condition3_Ctrl
09/06/24 15:41,09/06/24 15:52,0,100,666,1,09/06/24 15:52,R_2960TkkxS3rirCh,anonymous,EN,1,,0,0,,1,64,1,7,2,1,3,4,3,1,1,2,3,1,,5,3,1,1,1,2,5,3,3,1,1,1,1,2|4|3|1|5,1,1,1,1,1,5,7,4,4,4,4,4,3,4|2|3|5|1|7|8|6,3,3,2,1,4,1|4|2|3|5,20,5,5,2|1,1,1,1,3,3,2,3,7,7,7,7,7,7,7,7,7,7,7,4|2|3|6|9|11|5|1|7|10|8,1,1|2|4|3,5,3,3,4,5,5,5,5,3,Condition2_Env
09/06/24 15:57,09/06/24 16:11,0,100,848,1,09/06/24 16:11,R_00vAqXCL2Fuufeh,anonymous,EN,0.20000000298023224,,0,50,,1,45,2,7,1,7,1,2,1,1,1,2,1,1,,1,5,5,3,5,1,1,3,5,1,1,5,1,3|2|4|1|5,1,1,1,1,1,7,7,7,6,7,7,7,7,5|1|3|4|6|8|2|7,1,1,1,5,5,2|1|3|4|5,0,1,3,2|1,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,1|4|11|8|6|5|9|2|10|3|7,,2|4|3|1,,,,,,,,,,Condition1_Eco
09/06/24 11:42,09/06/24 17:17,0,100,20104,1,09/06/24 17:17,R_3PRLoZRJ7FNIYBe,anonymous,EN,0.8999999761581421,,0,0,,1,53,2,7,4,1,2,4,2,1,1,2,3,2,,1,3,1,1,1,3,5,4,1,1,1,5,1,5|2|1|3|4,4,4,4,4,4,7,7,7,7,2,7,7,7,5|6|3|1|7|2|8|4,5,5,4,3,5,4|1|2|3|5,10,4,4,2|1,2,2,1,3,5,2,5,6,7,6,7,7,7,7,7,7,7,7,7|9|1|6|8|4|11|10|3|5|2,1,2|3|4|1,2,4,5,4,3,3,5,5,5,Condition1_Eco
09/06/24 17:10,09/06/24 17:25,0,100,902,1,09/06/24 17:25,R_3MfyRZU6UCF1K2a,anonymous,EN,0.8999999761581421,,0,0,,1,38,1,4,4,1,4,4,3,2,1,2,1,1,,2,3,2,3,3,1,1,3,1,1,1,5,3,2|3|5|4|1,2,2,2,2,2,7,6,7,3,7,6,7,3,8|4|2|6|7|1|5|3,1,2,4,1,2,4|1|3|2|5,,3,3,1|2,5,3,2,3,4,2,1,7,7,4,7,7,7,7,7,7,7,6,3|11|5|7|10|9|6|8|1|4|2,1,1|3|4|2,3,3,3,4,5,5,5,4,4,Condition2_Env
09/06/24 18:33,09/06/24 18:46,0,100,764,1,09/06/24 18:46,R_3oyF7RMhYspvKkE,anonymous,EN,0.8999999761581421,,0,0,,1,68,1,7,2,4,4,4,3,2,1,2,1,2,,1,3,1,1,3,4,5,4,3,1,1,5,1,4|3|2|1|5,5,5,4,4,3,3,7,6,6,6,6,6,6,1|8|4|6|2|3|5|7,3,4,4,2,4,3|2|4|1|5,20,5,4,2|1,3,2,1,1,5,2,5,7,7,7,7,7,7,6,7,7,7,7,10|11|4|5|2|3|7|9|8|6|1,2,4|1|3|2,3,3,4,4,4,4,3,3,3,Condition3_Ctrl
10/06/24 07:28,10/06/24 07:44,0,100,915,1,10/06/24 07:44,R_3r2hRaSbCU9AcxX,anonymous,EN,0.699999988,,0,0,,1,30,2,7,1,1,1,2,2,2,1,2,1,1,,4,3,1,1,1,3,5,2,1,1,1,5,1,3|2|5|1|4,4,4,4,4,4,7,7,6,7,6,7,7,6,2|4|1|6|5|3|7|8,5,5,5,3,5,1|4|3|2|5,15,5,5,1|2,2,2,2,5,5,3,5,,7,7,7,7,7,7,7,7,7,7,9|5|2|11|1|8|10|3|6|7|4,2,2|1|4|3,5,4,2,4,4,4,5,3,5,Condition3_Ctrl
10/06/24 07:29,10/06/24 07:55,0,100,1542,1,10/06/24 07:55,R_WcgYdq78Vvzvx61,anonymous,EN,1,,0,0,,1,41,2,4,2,1,1,3,4,3,1,2,1,1,,3,1,1,1,1,3,3,4,1,1,1,4,1,4|1|5|2|3,5,5,5,5,5,7,6,6,6,7,6,6,6,6|3|2|1|4|7|8|5,4,4,4,3,4,3|4|2|1|5,15,5,5,1|2,3,3,2,4,5,3,5,7,6,7,7,7,7,7,7,7,7,7,5|9|1|6|10|11|3|2|4|7|8,4,1|3|4|2,3,3,4,4,4,4,4,1,2,Condition2_Env
10/06/24 09:11,10/06/24 09:18,0,100,436,1,10/06/24 09:18,R_3EulwVTObH4SLSF,anonymous,EN,1,TRUE,90,0,10/06/24 05:35,1,35,1,7,2,1,5,3,2,5,1,2,2,1,,2,1,2,2,2,3,4,2,4,4,4,4,4,1|2|4|5|3,4,4,4,4,4,4,4,2,4,4,4,2,4,3|7|4|8|5|2|1|6,3,4,2,3,4,3|1|4|2|5,18,4,3,1|2,3,3,3,4,3,3,3,6,5,6,5,6,5,6,6,6,6,6,11|6|2|4|1|10|7|8|9|5|3,2,3|2|1|4,3,4,3,4,4,4,5,3,5,Condition1_Eco
10/06/24 09:09,10/06/24 09:36,0,100,1590,1,10/06/24 09:36,R_32562kAVQa3OWJy,anonymous,EN,0.30000001192092896,,0,0,,1,40,4,7,1,1,,,,,1,2,1,1,,4,5,1,4,4,5,4,3,1,1,1,5,1,3|1|2|5|4,4,4,4,4,4,7,6,7,6,6,6,6,7,4|6|3|2|1|8|5|7,1,5,5,5,5,2|3|4|1|5,-,3,3,2|1,4,1,1,4,5,2,4,7,4,7,7,7,4,6,7,7,7,7,9|8|4|7|5|10|3|1|11|6|2,4,3|4|2|1,,,,4,4,4,6,6,6,Condition1_Eco
10/06/24 12:41,10/06/24 12:42,0,100,66,1,10/06/24 12:42,R_27JXXbR5xhMHmfr,anonymous,EN,1,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
