StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q35_Consent2,Q3_Age,Q4_Gender,Q5_Edu_level,Q7_Pol_Ideology_1,Q8_Emp,Q10_Trust_1,Q10_Trust_2,Q10_Trust_3,Q10_Trust_4,Q11_WE_Home,Q12_WE_Visit,Q13_WE_Emp,Q14_WE_Invest,Q15_WT_Dist,Q16_WEUse,Q17_Know_1,Q17_Know_2,Q17_Know_3,Q17_Know_4,Q17_Know_5,Q17_Know_6,Q18,Q20_Env_Concern_1,Q20_Env_Concern_2,Q20_Env_Concern_3,Q20_Env_Concern_4,Q20_Env_Concern_5,Q20_Env_Concern_DO,Q24_SA_Att_1,Q24_SA_Att_2,Q24_SA_Att_3,Q24_SA_Att_4,Q24_SA_Att_5,Q25_SA_Fact_1,Q25_SA_Fact_2,Q25_SA_Fact_3,Q25_SA_Fact_4,Q25_SA_Fact_5,Q25_SA_Fact_6,Q25_SA_Fact_7,Q25_SA_Fact_8,Q25_SA_Fact_DO,Q26_SA_Behav_1,Q26_SA_Behav_2,Q26_SA_Behav_3,Q26_SA_Behav_4,Q26_SA_Behav_5,Q26_SA_Behav_DO,Q27_WTP,Q28_Acc_1,Q28_Acc_2,Q28_Acc_DO,Q29_Eco_Perc_1,Q29_Eco_Perc_2,Q29_Eco_Perc_3,Q29_Eco_Perc_4,Q29_Eco_Perc_5,Q29_Eco_Perc_6,Q29_Eco_Perc_7,Q30_Env_Id_1,Q30_Env_Id_2,Q30_Env_Id_3,Q30_Env_Id_4,Q30_Env_Id_5,Q30_Env_Id_6,Q30_Env_Id_7,Q30_Env_Id_8,Q30_Env_Id_9,Q30_Env_Id_10,Q30_Env_Id_11,Q30_Env_Id_DO,Q31_Check,Q31_Check_DO,Q32_Social_Norm_1,Q32_Social_Norm_2,Q32_Social_Norm_3,Q33_Comm_ID_1,Q33_Comm_ID_2,Q33_Comm_ID_3,Q34_TrustP_1,Q34_TrustP_2,Q34_TrustP_3,FL_24_DO
10/06/24 12:40,10/06/24 12:48,0,100,462,1,10/06/24 12:48,R_3lM0IKQZp1DZw6f,anonymous,EN,0.8999999761581421,,0,0,,1,52,1,7,4,1,4,4,4,4,1,2,1,2,,1,3,2,1,1,4,4,2,5,1,1,5,1,2|4|1|3|5,4,5,5,5,5,6,7,6,6,7,6,5,6,6|1|5|2|3|7|8|4,4,4,5,1,4,2|3|1|4|5,,5,5,2|1,1,2,2,3,1,1,1,7,6,5,7,7,7,7,6,7,7,7,3|2|1|10|5|6|4|11|9|7|8,4,1|2|3|4,4,4,4,3,4,4,5,3,3,Condition3_Ctrl
10/06/24 12:44,10/06/24 12:50,0,100,373,1,10/06/24 12:50,R_3KpR9gtjLGSXDFh,anonymous,EN,1,,0,0,,1,47,1,5,6,1,4,2,4,4,1,2,1,1,,4,3,2,2,3,4,2,3,4,2,2,4,2,5|3|1|2|4,4,4,4,4,4,5,6,5,6,6,6,4,6,4|7|5|2|8|1|3|6,3,5,4,3,4,3|4|2|1|5,1,5,5,1|2,3,3,2,4,3,2,1,6,6,5,6,6,6,6,6,6,6,6,1|8|7|5|6|10|2|4|9|11|3,1,3|4|2|1,4,3,4,4,4,4,5,1,2,Condition2_Env
10/06/24 12:56,10/06/24 13:04,0,100,464,1,10/06/24 13:04,R_UR1Z2KQDEWMr6gN,anonymous,EN,0.8999999761581421,,0,0,,1,51,1,7,2,1,2,2,4,4,1,2,2,2,,4,1,1,1,1,4,5,4,4,1,4,5,1,2|5|1|4|3,5,4,4,4,2,3,6,6,6,6,6,6,3,6|1|8|4|2|5|3|7,2,4,4,1,3,4|3|2|1|5,5,,4,1|2,4,1,3,2,3,4,1,7,4,6,6,6,6,6,5,6,5,6,1|4|7|6|2|10|8|3|11|9|5,1,2|4|1|3,2,3,4,4,2,4,6,5,6,Condition2_Env
10/06/24 12:59,10/06/24 13:39,0,100,2422,1,10/06/24 13:39,R_2OYWjmjDNSq92QH,anonymous,EN,0.10000000149011612,,0,0,,1,52,1,7,4,1,3,3,2,2,1,1,3,1,,2,1,1,2,1,1,5,2,2,1,1,5,1,3|4|1|2|5,2,1,1,1,1,6,6,7,5,7,3,5,6,6|1|8|3|2|4|7|5,1,4,3,2,4,4|3|1|2|5,5,,4,2|1,5,4,2,4,3,5,5,7,7,7,7,7,7,6,7,6,7,6,4|2|8|10|9|1|11|3|6|7|5,1,1|4|3|2,3,4,2,4,4,4,6,5,5,Condition1_Eco
10/06/24 13:46,10/06/24 14:03,0,100,988,1,10/06/24 14:03,R_2q8kLixObJfnQLK,anonymous,EN,0.8999999761581421,,0,0,,1,45,1,2,2,1,1,1,1,1,1,2,1,1,,3,5,5,3,3,1,3,4,1,1,1,1,5,2|3|1|5|4,1,5,1,1,1,7,1,7,7,7,7,7,7,1|2|7|6|8|4|5|3,1,5,5,1,5,4|2|3|1|5,20,1,5,2|1,1,1,1,5,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7|6|5|8|2|3|4|10|1|9|11,4,4|2|3|1,1,1,3,5,5,5,1,1,1,Condition3_Ctrl
10/06/24 13:20,10/06/24 14:18,0,100,3492,1,10/06/24 14:18,R_OqHPBMLqfnqSEJX,anonymous,EN,0.8999999761581421,,0,0,,1,57,1,4,2,1,4,3,4,2,1,2,1,2,,3,3,2,2,2,4,3,2,2,2,1,4,3,5|4|2|3|1,4,4,4,4,3,7,5,7,6,7,5,7,7,6|8|1|4|2|5|3|7,2,4,4,4,4,4|2|3|1|5,5,4,5,1|2,4,2,2,5,6,2,5,7,7,6,7,7,7,6,7,7,1,6,2|7|9|1|6|10|8|5|11|3|4,3,3|4|1|2,4,3,2,4,4,3,5,3,3,Condition2_Env
10/06/24 14:23,10/06/24 14:29,0,100,351,1,10/06/24 14:29,R_2bUW4LcbheVsS5P,anonymous,EN,1,,0,0,,1,25,2,5,1,5,3,3,5,5,1,2,1,3,,5,3,3,1,1,5,5,3,1,1,1,5,5,2|3|5|1|4,5,5,5,5,5,6,6,6,6,6,6,6,6,2|1|7|6|3|5|8|4,4,4,4,4,4,1|4|3|2|5,10,5,5,2|1,2,1,1,3,5,5,4,7,7,7,7,7,7,7,7,7,7,7,9|7|6|8|2|5|4|1|3|10|11,1,4|1|2|3,1,2,3,4,4,4,1,1,2,Condition1_Eco
10/06/24 14:23,10/06/24 14:39,0,100,940,1,10/06/24 14:39,R_3D7J9pGfyhgZPY0,anonymous,EN,1,,0,0,,1,58,1,2,1,1,3,2,2,3,2,2,1,1,15,3,2,3,2,2,3,1,,4,1,2,4,3,4|3|5|1|2,4,4,4,3,3,7,5,4,6,3,4,6,3,2|3|8|7|5|6|1|4,1,2,2,3,3,4|2|3|1|5,,4,4,2|1,2,3,1,6,4,2,1,7,6,5,7,4,6,7,6,7,7,6,7|9|5|1|4|2|8|10|11|3|6,,3|1|4|2,4,4,4,3,4,4,4,4,4,Condition2_Env
10/06/24 14:35,10/06/24 14:49,0,100,840,1,10/06/24 14:49,R_2s0caxK7tKhy8G8,anonymous,EN,0.6000000238418579,,0,0,,1,48,2,5,5,1,2,2,3,2,1,2,1,2,,4,4,1,1,1,3,5,2,1,1,1,5,1,3|2|5|1|4,4,4,1,1,1,7,7,7,6,6,6,5,6,1|6|4|7|8|3|5|2,2,2,3,5,4,4|1|2|3|5,5,2,4,2|1,6,6,3,6,5,2,5,7,7,7,7,6,7,7,7,7,7,7,7|4|6|1|5|10|8|3|2|11|9,4,4|3|1|2,4,4,3,4,4,3,2,3,2,Condition3_Ctrl
10/06/24 14:33,10/06/24 14:50,0,100,989,1,10/06/24 14:50,R_3r0U73ju7kqlxGP,anonymous,EN,0.699999988,,0,0,,1,67,1,4,3,4,2,3,3,1,1,1,1,1,,1,4,3,2,3,3,3,4,3,3,3,3,3,3|5|2|4|1,4,4,4,4,4,6,6,7,6,7,7,7,6,7|4|8|3|6|2|5|1,3,4,4,3,3,2|3|4|1|5,20,4,4,1|2,2,2,2,4,3,2,2,7,7,6,7,4,6,7,7,7,7,7,5|9|4|8|2|7|10|11|1|3|6,1,1|4|2|3,1,4,3,3,4,3,2,2,2,Condition1_Eco
10/06/24 14:22,10/06/24 14:50,0,100,1674,1,10/06/24 14:50,R_1rGrzuMUKfkfnZS,anonymous,EN,0.800000012,,0,55,,1,46,1,7,4,1,4,2,4,2,1,2,2,2,,5,2,1,1,1,4,4,3,4,1,1,5,1,5|4|1|3|2,5,5,5,5,5,7,7,6,6,6,6,6,6,7|8|4|2|3|6|1|5,4,5,5,1,5,4|3|1|2|5,10,4,5,1|2,1,2,2,4,5,2,5,7,7,7,7,7,7,7,7,7,7,7,4|3|10|9|11|2|6|1|5|8|7,4,3|4|1|2,2,5,5,3,3,3,4,4,4,Condition1_Eco
10/06/24 12:56,10/06/24 15:04,0,100,7661,1,10/06/24 15:04,R_2QrB6hU28nGCT29,anonymous,EN,0.8999999761581421,,0,0,,1,53,1,7,2,1,2,2,4,3,1,1,1,2,,1,2,2,2,1,5,5,2,3,2,2,3,1,4|3|2|1|5,5,5,5,5,5,6,5,3,5,4,5,5,6,4|6|8|1|5|7|2|3,1,5,5,1,3,4|2|1|3|5,10,4,5,2|1,4,3,3,3,3,2,1,5,4,7,4,4,6,5,4,4,4,6,9|5|2|8|1|10|3|7|6|4|11,,2|1|3|4,3,5,1,2,2,2,4,2,5,Condition2_Env
10/06/24 15:16,10/06/24 15:27,0,100,661,1,10/06/24 15:27,R_8iUiNcda4b2MaOd,anonymous,EN,0.5,,0,0,,1,51,2,7,1,1,3,4,4,4,1,2,1,1,,4,5,1,1,5,3,3,,1,1,1,5,1,4|2|3|5|1,2,2,2,1,1,7,7,7,2,7,7,7,7,4|1|2|7|8|3|6|5,1,2,3,3,2,3|1|4|2|5,20,1,1,1|2,3,3,1,4,1,4,5,7,7,7,7,7,7,7,7,7,7,7,11|8|10|7|6|4|3|9|1|5|2,1,4|2|3|1,3,3,3,5,5,5,2,2,6,Condition2_Env
10/06/24 15:40,10/06/24 15:54,0,100,846,1,10/06/24 15:54,R_BRfVilUnTtuWaMp,anonymous,EN,1,,0,0,,1,55,2,4,6,1,3,4,3,4,1,1,1,3,,3,1,1,1,1,5,5,,2,1,1,5,1,5|4|2|1|3,5,5,5,5,5,7,6,6,7,7,1,6,6,2|6|1|5|4|8|7|3,4,5,5,1,3,2|4|1|3|5,0,5,5,1|2,3,3,2,4,5,2,1,7,7,5,7,6,7,7,7,7,7,7,9|3|8|2|5|11|4|1|6|10|7,1,1|3|4|2,3,3,5,5,4,3,1,1,1,Condition3_Ctrl
10/06/24 17:46,10/06/24 18:07,0,100,1216,1,10/06/24 18:07,R_3nB23mtmNqbJ22S,anonymous,EN,0.8999999761581421,,0,0,,1,49,2,4,5,1,2,4,5,2,1,1,1,1,,1,4,1,1,1,3,5,3,4,1,1,5,1,4|2|1|3|5,5,5,5,5,5,7,7,7,7,7,7,7,7,5|7|6|2|4|8|3|1,4,5,5,1,4,1|2|4|3|5,20,4,5,1|2,6,6,6,6,6,6,6,4,6,7,7,7,6,5,5,6,6,7,1|10|7|11|8|9|6|3|4|2|5,2,3|4|1|2,5,4,5,4,4,4,1,2,2,Condition1_Eco
10/06/24 19:10,10/06/24 19:22,0,100,696,1,10/06/24 19:22,R_3LdVqJMSuo7CuhE,anonymous,EN,1,,0,0,,1,53,1,9,7,1,5,1,3,3,1,1,1,3,,5,1,1,1,1,3,2,3,3,1,1,5,2,2|1|3|5|4,5,5,5,5,5,7,7,6,6,6,7,7,4,8|3|4|5|2|7|1|6,5,5,5,1,5,1|4|2|3|5,20,5,5,2|1,1,1,1,4,5,2,4,7,7,7,7,7,7,7,7,7,7,7,9|11|2|5|6|3|7|10|4|8|1,1,3|4|2|1,1,5,5,4,4,4,1,3,5,Condition1_Eco
10/06/24 19:36,10/06/24 19:51,0,100,878,1,10/06/24 19:51,R_2thRbqTyf0WAB9N,anonymous,EN,0.699999988,,0,0,,1,62,1,7,4,1,4,1,4,3,1,2,1,2,,5,2,1,1,1,5,5,3,2,1,1,5,1,4|1|2|3|5,5,5,5,5,5,5,7,2,6,2,6,6,6,7|1|3|2|4|6|5|8,5,5,5,1,5,1|3|2|4|5,20,5,5,2|1,2,1,1,4,5,3,3,7,7,7,7,7,7,7,7,7,7,7,6|11|2|5|3|7|1|4|8|9|10,1,1|4|2|3,3,5,5,3,3,3,3,3,3,Condition3_Ctrl
10/06/24 20:36,10/06/24 20:52,0,100,935,1,10/06/24 20:52,R_WiBf5bqUApViCtj,anonymous,EN,0.8999999761581421,,0,0,,1,68,1,5,2,4,2,4,3,3,1,2,2,1,,4,4,3,3,3,3,5,3,4,4,4,4,4,4|2|3|5|1,4,4,3,2,2,6,6,6,5,6,6,5,4,3|8|4|1|6|5|2|7,3,3,4,4,3,2|3|4|1|5,8,3,5,1|2,4,4,2,4,5,2,6,5,5,5,6,5,6,5,5,6,5,6,11|7|4|6|3|8|1|10|2|5|9,1,1|3|2|4,4,3,4,4,5,3,5,3,3,Condition2_Env
10/06/24 22:13,10/06/24 22:47,0,100,2065,1,10/06/24 22:47,R_21hUQJJq5fvQSKR,anonymous,EN,0.800000012,,0,0,,1,39,1,5,3,1,2,3,2,2,1,2,1,2,,4,3,2,1,1,1,4,4,3,1,2,5,4,5|4|2|3|1,4,2,1,2,1,6,5,6,4,6,4,7,5,7|6|2|5|1|4|3|8,1,4,5,4,3,3|4|2|1|5,1,3,4,2|1,5,4,3,5,1,4,5,7,6,7,7,7,7,7,7,7,7,7,9|1|11|8|10|2|4|7|3|5|6,2,3|4|2|1,2,3,4,4,5,5,4,5,6,Condition1_Eco
10/06/24 23:41,11/06/24 00:00,0,100,1179,1,11/06/24 00:01,R_1i5ykpsvHMTL2G9,anonymous,EN,0.699999988,,0,0,,1,45,1,8,1,3,1,1,2,1,1,1,1,1,,4,4,2,2,4,3,4,,3,2,1,4,2,1|2|5|4|3,5,5,1,1,1,7,7,7,5,7,6,7,7,6|8|1|4|7|2|5|3,1,3,3,4,2,1|3|4|2|5,0,4,4,2|1,2,2,2,4,4,2,2,7,7,7,7,7,7,7,7,7,7,7,4|5|8|10|2|1|6|11|7|9|3,1,2|3|4|1,4,4,3,2,2,2,1,3,3,Condition3_Ctrl
11/06/24 05:16,11/06/24 05:58,0,100,2497,1,11/06/24 05:58,R_2bOW723qt70FQHY,anonymous,EN,0.8999999761581421,,0,0,,1,32,2,5,1,1,1,2,3,1,1,2,2,1,,4,4,1,1,4,3,4,3,2,1,1,5,1,2|4|1|3|5,5,4,4,4,2,7,7,6,7,7,7,7,7,8|6|5|4|7|3|2|1,1,3,2,3,4,2|4|1|3|5,2,4,4,2|1,4,1,1,5,5,1,6,7,7,7,7,7,7,7,7,7,7,7,5|10|4|3|1|8|2|6|11|9|7,1,3|4|1|2,2,4,4,3,4,1,5,5,5,Condition2_Env
11/06/24 07:22,11/06/24 07:34,0,100,771,1,11/06/24 07:35,R_3OqY3KMmnQuBXal,anonymous,EN,0.699999988,,0,20,,1,43,1,7,4,1,3,3,3,2,1,2,1,1,,1,3,2,4,4,3,4,4,4,1,2,5,2,1|5|4|2|3,3,2,2,1,1,7,6,7,7,7,6,7,6,8|2|5|3|6|7|4|1,2,2,2,3,4,4|3|2|1|5,0,2,5,2|1,4,3,2,2,2,4,5,7,6,7,7,2,6,7,7,7,7,7,6|2|7|3|8|10|11|4|1|5|9,4,1|3|2|4,3,3,3,3,4,3,2,2,2,Condition2_Env
11/06/24 07:13,11/06/24 07:39,0,100,1566,1,11/06/24 07:39,R_33D2tIYCTkfVwHr,anonymous,EN,0.8999999761581421,,0,0,,1,69,1,9,2,4,1,2,4,2,1,1,1,1,,1,1,2,1,1,3,4,4,1,1,1,5,1,2|1|5|4|3,4,4,4,4,1,3,1,6,3,1,6,6,5,5|7|8|6|2|1|4|3,4,4,4,2,4,4|2|1|3|5,,5,3,1|2,3,2,2,4,5,2,1,7,7,7,7,7,7,7,7,7,7,7,9|10|3|11|7|1|8|2|6|5|4,1,1|4|3|2,2,2,4,2,4,2,1,7,7,Condition3_Ctrl
11/06/24 08:49,11/06/24 09:00,0,100,679,1,11/06/24 09:00,R_qCUUh4Cbwi3aRj3,anonymous,EN,1,,0,0,,1,47,1,4,1,1,1,2,3,1,1,1,1,2,,3,1,1,1,3,3,5,,1,1,1,5,4,4|1|2|5|3,5,5,5,5,2,7,7,7,7,5,6,7,6,2|6|7|8|1|5|3|4,3,5,5,3,5,4|1|3|2|5,20,5,5,1|2,6,6,1,2,1,2,1,7,7,7,7,7,7,6,7,7,7,7,10|9|2|8|5|6|7|11|4|1|3,1,1|2|3|4,5,5,5,2,2,2,2,2,7,Condition1_Eco
11/06/24 08:49,11/06/24 09:00,0,100,644,1,11/06/24 09:00,R_3kebgP6MGpAwSv0,anonymous,EN,0.6000000238418579,,0,0,,1,70,1,4,4,4,1,2,2,2,1,2,1,1,,2,3,1,1,1,2,1,,2,2,5,4,1,2|5|1|4|3,5,5,5,5,5,6,7,7,5,6,6,6,6,1|7|5|4|2|8|3|6,3,4,2,1,2,1|2|4|3|5,5,5,5,1|2,1,1,1,3,4,2,3,7,6,7,6,6,7,6,6,6,6,7,10|8|9|1|4|2|6|11|7|5|3,1,4|1|3|2,4,4,5,4,4,3,4,1,2,Condition2_Env
11/06/24 09:28,11/06/24 09:39,0,100,681,1,11/06/24 09:39,R_beik2Gd36zWRW0h,anonymous,EN,1,,0,0,,1,42,2,4,2,1,1,3,3,3,1,2,2,1,,3,2,1,1,1,3,5,3,1,1,1,5,1,3|5|4|2|1,5,5,5,4,4,7,6,5,6,6,6,6,7,6|8|2|7|1|5|4|3,4,4,2,1,4,4|2|1|3|5,5,5,4,1|2,6,2,2,5,3,6,6,7,7,7,7,7,7,7,7,7,7,7,10|2|11|8|9|3|6|5|1|4|7,1,4|3|1|2,4,4,5,3,3,2,2,3,3,Condition3_Ctrl
11/06/24 10:30,11/06/24 10:47,0,100,1043,1,11/06/24 10:47,R_1gpBubMNaNZ4g4h,anonymous,EN,0.8999999761581421,,0,0,,1,23,2,4,,5,1,2,1,1,1,2,2,1,,3,5,2,1,3,4,2,4,5,1,1,5,1,5|3|1|4|2,5,2,4,4,4,7,7,7,7,6,7,7,7,5|7|6|2|3|1|8|4,4,1,4,5,5,2|4|3|1|5,5,3,1,1|2,1,1,1,5,5,3,6,7,7,7,7,7,7,7,7,7,7,7,6|7|8|3|11|2|4|1|9|5|10,1,4|2|1|3,3,4,4,4,5,5,5,2,6,Condition2_Env
11/06/24 11:50,11/06/24 12:00,0,100,577,1,11/06/24 12:00,R_1kS0uqYCjAcoQTs,anonymous,EN,0.800000012,,0,5,,1,56,2,4,4,1,1,4,2,2,1,2,1,1,,1,2,1,1,2,3,3,3,2,1,1,5,2,5|4|1|2|3,4,4,4,4,3,5,6,6,6,7,6,6,6,1|7|4|6|3|8|5|2,4,4,4,2,5,1|2|3|4|5,10,4,4,2|1,2,2,1,4,5,2,6,5,5,4,6,6,5,5,5,5,6,7,8|5|11|7|1|3|4|6|2|9|10,1,4|2|3|1,4,1,4,4,4,3,3,4,3,Condition1_Eco
11/06/24 14:49,11/06/24 14:55,0,100,362,1,11/06/24 14:55,R_1P1QLQE9HllOetX,anonymous,EN,1,,0,0,,1,50,1,7,4,1,3,1,3,1,1,1,1,2,,3,1,1,1,1,5,5,3,2,1,1,4,1,1|2|5|4|3,5,5,5,5,5,7,7,6,7,7,7,6,7,2|6|8|7|4|1|5|3,4,3,3,1,4,2|3|1|4|5,10,5,5,1|2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,9|3|8|10|1|4|5|11|7|6|2,4,4|3|2|1,3,4,4,2,2,2,2,3,3,Condition3_Ctrl
11/06/24 14:55,11/06/24 14:57,0,100,108,1,11/06/24 14:57,R_1ozCVBAmTMw2WHx,anonymous,EN,1,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/24 14:53,11/06/24 15:16,0,100,1400,1,11/06/24 15:16,R_2aeN9oVys4Jvc0D,anonymous,EN,1,,0,0,,1,45,1,5,2,1,1,2,4,2,1,2,3,2,,5,2,1,1,1,5,5,3,2,1,1,5,1,2|1|5|3|4,5,5,5,5,4,6,7,2,7,1,7,7,6,5|2|3|7|8|6|4|1,5,5,5,1,4,4|3|1|2|5,2,5,5,2|1,2,2,3,3,1,2,1,7,7,7,7,7,7,7,7,7,7,7,10|11|9|6|5|8|7|1|4|3|2,1,2|3|4|1,5,4,5,4,4,5,1,1,1,Condition2_Env
11/06/24 14:48,11/06/24 15:28,0,100,2390,1,11/06/24 15:28,R_3FOFvWYXEtqrH2W,anonymous,EN,1,,0,0,,1,43,2,2,1,1,1,4,3,3,1,2,1,3,,1,2,2,2,1,4,4,2,1,1,1,5,1,1|5|3|2|4,5,5,5,3,3,6,7,4,6,6,7,7,6,2|7|6|3|1|5|8|4,3,5,5,2,4,4|2|3|1|5,0,5,3,1|2,6,6,3,6,6,3,5,7,7,7,7,7,7,7,7,7,7,7,11|9|3|2|8|7|5|4|1|6|10,1,4|1|2|3,1,5,1,3,4,4,1,1,1,Condition2_Env
11/06/24 15:20,11/06/24 15:31,0,100,659,1,11/06/24 15:31,R_1gu8qV5y1yYaQur,anonymous,EN,1,,0,0,,1,60,1,7,4,1,4,4,4,4,1,1,1,2,,4,1,1,1,1,5,5,3,1,1,1,2,3,5|3|1|4|2,5,5,5,5,5,7,7,7,7,7,7,7,7,8|5|6|2|7|1|4|3,5,5,5,3,5,1|2|4|3|5,2,5,5,2|1,6,3,1,2,5,3,2,7,7,7,7,7,7,7,7,7,7,7,7|4|2|5|3|8|9|6|10|11|1,1,3|2|1|4,5,5,5,5,5,5,5,2,1,Condition3_Ctrl
11/06/24 16:11,11/06/24 16:27,0,100,966,1,11/06/24 16:27,R_2EorqkfCvlDsg1L,anonymous,EN,1,,0,0,,1,61,2,5,2,4,1,2,4,2,1,1,1,3,,1,4,1,1,1,3,2,4,2,1,1,5,1,4|3|5|1|2,4,4,4,4,4,6,7,2,2,6,7,7,7,2|5|3|1|6|4|7|8,4,5,5,4,4,3|4|2|1|5,10,4,4,1|2,1,1,1,3,5,4,6,7,6,7,7,7,7,6,7,7,6,7,1|8|4|2|7|6|10|9|5|11|3,1,1|4|3|2,2,4,4,4,4,3,3,3,3,Condition3_Ctrl
11/06/24 14:40,11/06/24 16:51,0,100,7822,1,11/06/24 16:51,R_21cW6m5pdsjqAjn,anonymous,EN,1,,0,0,,1,52,4,7,2,1,1,2,1,2,1,2,1,1,,3,5,3,3,3,1,4,,3,1,1,5,1,2|4|3|5|1,2,1,1,2,2,6,7,7,2,7,6,4,5,1|2|5|4|6|3|7|8,1,1,1,5,1,1|4|3|2|5,0,1,3,2|1,5,4,3,3,4,3,3,7,7,7,7,7,7,7,7,7,7,7,4|1|11|5|6|9|8|10|7|2|3,2,1|2|4|3,5,3,1,3,4,3,5,4,3,Condition1_Eco
11/06/24 17:08,11/06/24 17:29,0,100,1222,1,11/06/24 17:29,R_1lgjWxiPFAcmp8s,anonymous,EN,0.800000012,,0,0,,1,74,1,7,2,4,1,4,4,1,1,2,1,3,,5,1,1,1,1,,5,,1,2,1,4,5,1|5|3|2|4,5,5,5,5,5,2,5,1,7,1,2,6,3,5|4|2|3|6|8|7|1,3,5,5,1,4,1|2|3|4|5,,5,5,1|2,1,1,1,5,5,4,1,7,7,6,7,7,7,7,7,7,7,7,11|2|10|6|9|5|8|7|4|1|3,,3|1|4|2,5,5,5,4,4,4,2,2,2,Condition2_Env
11/06/24 17:52,11/06/24 18:13,0,100,1297,1,11/06/24 18:13,R_3PNcQMvUkInmBA2,anonymous,EN,1,,0,0,,1,66,1,4,2,1,4,5,3,2,1,2,1,1,,3,5,1,1,3,3,3,3,1,4,4,3,4,1|4|2|5|3,4,4,3,3,3,6,5,6,4,6,6,6,6,4|8|1|5|2|6|7|3,,,,,,3|4|2|1|5,,5,5,1|2,6,6,2,3,1,1,1,7,7,7,7,7,7,7,7,7,7,7,2|8|1|5|6|10|9|3|4|7|11,2,1|2|3|4,5,4,4,4,4,4,3,3,3,Condition1_Eco
11/06/24 18:27,11/06/24 18:38,0,100,672,1,11/06/24 18:38,R_bryzyOGT0MCDFWV,anonymous,EN,0.800000012,,0,0,,1,65,1,4,2,7,2,2,2,2,1,2,3,3,,4,1,1,1,1,2,5,3,1,1,1,5,1,5|3|1|4|2,5,5,5,5,5,2,6,3,1,1,1,2,2,3|4|1|6|7|2|8|5,5,5,5,1,5,3|1|4|2|5,,5,5,1|2,1,1,1,5,5,1,5,7,7,7,4,7,7,7,7,7,7,7,6|11|10|1|5|2|8|3|9|7|4,,3|2|1|4,4,2,3,5,5,5,7,2,3,Condition3_Ctrl
11/06/24 20:31,11/06/24 20:49,0,100,1080,1,11/06/24 20:49,R_31ipBK66dN5LtGn,anonymous,EN,1,,0,0,,1,42,2,7,4,1,3,3,3,2,1,1,1,1,,3,3,2,2,3,4,2,,2,2,1,4,2,1|3|2|4|5,4,4,4,4,2,6,6,6,6,6,6,6,6,2|5|3|7|4|8|6|1,4,4,4,2,3,2|3|4|1|5,0,4,4,1|2,4,4,3,4,5,5,5,6,5,5,6,6,6,5,6,6,6,5,1|9|8|10|4|3|2|7|11|6|5,1,1|3|2|4,2,3,3,3,3,3,2,2,3,Condition1_Eco
12/06/24 02:46,12/06/24 03:04,0,100,1087,1,12/06/24 03:04,R_1FE8zGJu24gd0t9,anonymous,EN,1,,0,5,,1,56,1,6,3,1,4,4,4,4,1,2,1,2,,5,1,1,1,2,4,5,4,3,1,2,4,3,2|4|1|5|3,5,5,5,3,3,4,7,2,2,4,7,6,6,3|4|7|5|1|8|2|6,4,5,5,1,4,3|2|4|1|5,2,5,5,1|2,4,2,3,5,6,4,4,7,7,6,7,6,7,6,6,7,7,7,6|3|7|9|4|1|5|2|11|8|10,2,2|3|4|1,5,4,5,4,4,,5,5,3,Condition2_Env
11/06/24 12:24,12/06/24 06:01,0,100,63402,1,12/06/24 06:01,R_z0Rcaol0y3K0LIJ,anonymous,EN,1,,0,0,,1,54,1,7,2,1,2,2,2,2,2,2,1,1,20,1,4,2,2,3,4,4,,1,1,1,5,2,4|5|1|3|2,4,4,1,1,1,7,7,7,7,7,7,7,7,1|3|6|5|7|4|2|8,1,3,3,1,1,1|4|3|2|5,10,3,3,2|1,6,6,2,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,1|6|9|11|2|7|8|10|5|3|4,1,2|4|3|1,1,1,4,5,5,5,1,1,1,Condition2_Env
12/06/24 09:46,12/06/24 09:56,0,100,577,1,12/06/24 09:56,R_oXZQgSnzb3qGWel,anonymous,EN,1,,0,0,,1,53,1,7,2,1,5,5,4,5,1,2,3,3,,4,5,2,2,2,4,4,,2,2,5,5,2,5|1|2|3|4,4,4,1,1,1,5,6,6,3,6,3,6,6,4|2|8|3|7|1|5|6,3,5,4,5,5,3|1|2|4|5,5,4,4,1|2,3,3,2,2,1,2,1,7,7,7,7,7,7,7,7,7,7,7,4|9|6|8|11|2|5|7|10|3|1,1,1|4|3|2,4,4,4,2,3,4,2,3,6,Condition3_Ctrl
12/06/24 09:50,12/06/24 10:06,0,100,962,1,12/06/24 10:06,R_10qqxwqpH6Dt953,anonymous,EN,1,,0,0,,1,73,1,7,2,4,4,2,3,3,1,2,1,2,,4,1,1,1,1,5,5,3,1,1,1,5,1,4|2|3|5|1,5,5,5,5,5,2,7,2,4,2,2,2,2,7|2|3|1|6|4|5|8,3,5,4,1,3,2|4|1|3|5,5,5,5,1|2,3,3,3,5,1,1,1,7,7,7,7,7,7,7,7,7,7,7,9|7|4|2|6|11|5|8|3|1|10,,1|3|2|4,5,5,5,4,4,4,2,2,3,Condition1_Eco
