StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q35_Consent2,Q3_Age,Q4_Gender,Q5_Edu_level,Q7_Pol_Ideology_1,Q8_Emp,Q10_Trust_1,Q10_Trust_2,Q10_Trust_3,Q10_Trust_4,Q11_WE_Home,Q12_WE_Visit,Q13_WE_Emp,Q14_WE_Invest,Q15_WT_Dist,Q16_WEUse,Q17_Know_1,Q17_Know_2,Q17_Know_3,Q17_Know_4,Q17_Know_5,Q17_Know_6,Q18,Q20_Env_Concern_1,Q20_Env_Concern_2,Q20_Env_Concern_3,Q20_Env_Concern_4,Q20_Env_Concern_5,Q20_Env_Concern_DO,Q24_SA_Att_1,Q24_SA_Att_2,Q24_SA_Att_3,Q24_SA_Att_4,Q24_SA_Att_5,Q25_SA_Fact_1,Q25_SA_Fact_2,Q25_SA_Fact_3,Q25_SA_Fact_4,Q25_SA_Fact_5,Q25_SA_Fact_6,Q25_SA_Fact_7,Q25_SA_Fact_8,Q25_SA_Fact_DO,Q26_SA_Behav_1,Q26_SA_Behav_2,Q26_SA_Behav_3,Q26_SA_Behav_4,Q26_SA_Behav_5,Q26_SA_Behav_DO,Q27_WTP,Q28_Acc_1,Q28_Acc_2,Q28_Acc_DO,Q29_Eco_Perc_1,Q29_Eco_Perc_2,Q29_Eco_Perc_3,Q29_Eco_Perc_4,Q29_Eco_Perc_5,Q29_Eco_Perc_6,Q29_Eco_Perc_7,Q30_Env_Id_1,Q30_Env_Id_2,Q30_Env_Id_3,Q30_Env_Id_4,Q30_Env_Id_5,Q30_Env_Id_6,Q30_Env_Id_7,Q30_Env_Id_8,Q30_Env_Id_9,Q30_Env_Id_10,Q30_Env_Id_11,Q30_Env_Id_DO,Q31_Check,Q31_Check_DO,Q32_Social_Norm_1,Q32_Social_Norm_2,Q32_Social_Norm_3,Q33_Comm_ID_1,Q33_Comm_ID_2,Q33_Comm_ID_3,Q34_TrustP_1,Q34_TrustP_2,Q34_TrustP_3,FL_24_DO
12/06/24 16:41,12/06/24 16:51,0,100,589,1,12/06/24 16:51,R_3qygPfc58AhqYBC,anonymous,EN,1,,0,0,,1,50,2,7,4,1,4,4,3,2,1,2,1,1,,4,2,1,3,2,4,3,4,4,1,1,4,2,5|4|3|1|2,5,4,4,3,3,4,5,6,6,4,5,6,6,7|5|8|6|1|2|4|3,2,5,4,1,4,1|4|2|3|5,10,4,5,1|2,4,3,2,4,5,3,6,6,7,7,6,7,7,7,6,7,7,7,7|3|5|1|6|9|8|10|11|2|4,1,4|1|3|2,4,3,3,3,4,3,3,4,4,Condition2_Env
12/06/24 16:52,12/06/24 17:01,0,100,534,1,12/06/24 17:01,R_sb6qnZzr8Y6Wf3b,anonymous,EN,1,,0,0,,1,40,1,7,4,1,4,4,3,2,1,1,1,1,,1,3,2,1,4,3,5,2,1,1,1,2,4,1|3|2|5|4,4,3,2,2,2,5,5,7,5,5,5,4,5,3|4|7|8|2|5|1|6,3,3,3,4,4,3|2|4|1|5,0,2,4,2|1,2,4,2,2,2,1,3,7,7,7,7,7,7,7,7,7,7,,5|10|3|2|6|11|9|4|7|8|1,1,2|1|3|4,4,4,4,4,4,5,2,3,3,Condition3_Ctrl
12/06/24 17:21,12/06/24 17:47,0,100,1579,1,12/06/24 17:47,R_3NXrGPaGYSHMvSY,anonymous,EN,0.4000000059604645,,0,0,,1,47,1,7,1,1,2,2,3,2,1,1,1,2,,3,1,1,1,1,4,5,3,2,1,1,5,1,2|1|5|4|3,5,5,5,5,4,6,7,5,1,5,1,1,5,7|4|8|6|5|3|2|1,1,4,3,1,3,1|2|4|3|5,,5,5,1|2,3,2,1,5,1,4,2,7,7,7,7,7,7,7,7,7,7,7,8|5|3|1|9|6|4|11|2|7|10,4,2|1|4|3,4,3,4,2,4,4,1,3,2,Condition1_Eco
12/06/24 18:43,12/06/24 18:52,0,100,544,1,12/06/24 18:52,R_bDYiugRLQSGGOYN,anonymous,EN,0.699999988,,0,0,,1,35,1,5,3,1,3,4,2,2,1,2,3,2,,4,1,1,1,1,3,2,3,3,1,1,5,2,2|3|4|5|1,5,5,4,3,2,6,7,5,6,3,7,7,4,4|3|1|5|8|7|6|2,4,4,4,2,5,2|4|3|1|5,12,5,5,2|1,1,1,2,5,5,1,2,7,7,7,7,7,7,7,7,7,7,7,11|8|4|2|6|9|5|3|10|1|7,4,4|2|3|1,2,3,4,4,5,5,3,3,3,Condition2_Env
12/06/24 22:44,12/06/24 22:52,0,100,438,1,12/06/24 22:52,R_1dGJPJMCzaMmuCY,anonymous,EN,1,,0,0,,1,49,1,7,,1,3,3,3,3,1,1,1,1,,1,2,2,2,2,4,4,,2,5,1,4,2,2|4|3|5|1,4,4,4,2,1,7,7,7,7,7,7,7,7,5|8|7|6|1|2|3|4,2,4,4,2,2,4|2|3|1|5,,5,5,1|2,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,5|7|2|4|1|3|6|8|11|10|9,2,4|2|1|3,3,3,3,4,4,4,1,1,2,Condition1_Eco
12/06/24 22:45,12/06/24 23:15,0,100,1770,1,12/06/24 23:15,R_1kZ8xSS6wd16TD8,anonymous,EN,0.20000000298023224,,0,75,,1,64,2,4,3,1,2,2,2,2,1,2,1,3,,5,2,2,1,1,3,1,4,2,1,1,4,1,3|1|5|4|2,5,4,4,3,3,7,7,6,3,6,7,6,6,4|8|7|2|6|3|5|1,2,5,5,3,5,3|2|4|1|5,20,5,5,2|1,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,5|11|6|7|1|4|8|10|2|9|3,1,1|3|2|4,,5,5,3,5,4,6,5,6,Condition3_Ctrl
13/06/24 07:08,13/06/24 07:25,0,100,1063,1,13/06/24 07:25,R_1JVF04pu6VNqlC3,anonymous,EN,1,,0,0,,1,30,2,5,1,1,2,3,2,1,1,2,1,1,,4,4,2,2,2,3,4,,2,1,1,5,1,1|3|4|5|2,4,4,4,4,4,7,6,5,7,6,5,6,6,3|6|5|7|1|2|4|8,2,3,3,3,3,2|4|3|1|5,5,3,2,1|2,2,3,6,3,2,3,2,7,7,7,7,7,7,7,7,7,7,7,8|11|3|1|2|10|4|7|6|5|9,4,2|3|4|1,3,4,4,3,3,3,4,4,4,Condition3_Ctrl
13/06/24 10:36,13/06/24 10:54,0,100,1050,1,13/06/24 10:54,R_3I4S1OiuBEeDNC9,anonymous,EN,1,,0,0,,1,46,2,7,3,1,4,4,4,4,1,2,1,1,,3,4,1,1,2,4,5,2,1,1,1,4,1,2|3|5|4|1,5,4,4,4,4,7,7,6,6,6,6,6,5,1|2|6|5|3|7|8|4,3,4,4,3,5,3|2|4|1|5,10,5,5,2|1,4,2,2,5,5,2,5,6,6,6,6,6,6,6,6,6,6,6,10|8|11|7|3|2|1|4|9|5|6,1,3|4|1|2,3,4,4,4,4,3,5,5,5,Condition1_Eco
13/06/24 12:34,13/06/24 12:51,0,100,997,1,13/06/24 12:51,R_3lVm9mIpzvxT1uz,anonymous,EN,1,,0,0,,1,67,1,5,2,4,2,4,2,2,1,2,1,2,,3,2,1,2,1,5,5,3,4,1,1,5,2,3|4|2|5|1,5,5,5,5,5,7,7,7,7,7,7,7,7,8|1|2|6|4|3|7|5,4,5,4,2,5,4|3|1|2|5,20,5,5,2|1,1,2,3,4,4,3,2,7,7,7,7,7,7,7,7,7,7,7,2|3|1|8|10|4|6|11|7|9|5,1,4|2|1|3,4,4,5,5,5,5,6,6,6,Condition2_Env
13/06/24 18:57,13/06/24 19:15,0,100,1097,1,13/06/24 19:15,R_2eXonsGvNrEHvR7,anonymous,EN,0.800000012,,0,5,,1,75,1,3,6,4,4,4,3,1,1,2,1,2,,3,1,1,1,1,1,1,5,1,4,1,5,1,4|2|5|1|3,5,5,5,5,5,3,6,3,7,7,7,7,4,8|2|3|1|4|6|7|5,4,4,5,1,5,1|4|2|3|5,,5,5,1|2,6,1,1,5,5,1,6,7,7,7,7,7,7,7,7,7,7,7,5|1|8|9|10|3|7|4|6|11|2,1,4|3|2|1,3,5,3,4,4,4,1,4,4,Condition1_Eco
15/06/24 18:51,15/06/24 19:08,0,100,1029,1,15/06/24 19:08,R_3NRjLSJL8AnGou4,anonymous,EN,1,,0,25,,1,40,1,5,5,1,2,1,2,2,1,2,1,1,,5,4,1,1,2,4,5,3,3,1,2,5,2,4|3|1|5|2,4,5,3,1,1,7,7,7,3,4,4,5,5,1|7|3|6|2|5|4|8,2,3,4,3,4,1|4|2|3|5,0,3,5,1|2,2,2,1,5,4,3,4,7,7,4,7,7,7,7,6,7,7,7,11|9|4|7|8|10|5|6|1|2|3,1,1|3|4|2,5,4,4,4,4,5,5,3,2,Condition2_Env
09/06/24 06:21,09/06/24 06:35,0,69,854,0,16/06/24 06:35,R_1OCRHj88SrZf6WE,anonymous,EN,1,,0,0,,1,64,1,2,1,1,1,5,1,1,1,1,1,2,,4,2,1,1,2,4,1,3,,1,,2,5,5|4|3|2|1,5,2,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition2_Env
16/06/24 08:27,16/06/24 08:46,0,100,1153,1,16/06/24 08:46,R_BPTdskYTDjK1TRD,anonymous,EN,1,,0,0,,1,68,1,7,1,4,2,,3,1,2,2,3,2,15,5,1,1,1,1,5,5,3,1,1,1,1,1,2|1|4|3|5,5,5,5,5,5,1,1,7,7,1,7,7,7,4|7|3|2|1|5|6|8,5,5,3,1,5,3|4|2|1|5,0,5,5,2|1,2,1,2,5,3,1,5,7,7,7,7,7,7,7,7,7,7,7,7|1|11|3|4|10|2|9|6|8|5,4,4|2|1|3,5,5,5,5,5,5,5,5,5,Condition1_Eco
09/06/24 09:11,09/06/24 09:17,0,66,395,0,16/06/24 09:17,R_2c6MNQQWj1ftEUK,anonymous,EN,1,,0,0,,1,63,1,7,3,7,4,4,3,1,1,2,1,1,,,4,3,,4,4,5,4,2,1,1,5,2,4|1|3|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition1_Eco
09/06/24 11:02,09/06/24 11:07,0,91,334,0,16/06/24 11:08,R_pKK6SBmDlrG5MZz,anonymous,EN,0.699999988,,0,0,,1,50,1,5,1,1,2,4,3,3,1,2,1,2,,1,1,1,1,3,4,5,4,2,1,3,5,3,5|3|4|1|2,5,5,5,5,5,7,6,7,5,7,1,6,7,8|2|4|7|3|6|5|1,2,4,4,2,4,3|2|1|4|5,10,5,5,1|2,1,1,1,4,5,2,1,7,7,4,7,7,7,7,4,7,7,7,10|3|4|1|8|6|7|9|5|11|2,4,3|1|2|4,,,,,,,,,,Condition2_Env
16/06/24 12:03,16/06/24 12:23,0,100,1230,1,16/06/24 12:23,R_1pFqjXjUcMPFOov,anonymous,EN,1,,0,0,,1,45,1,4,,,2,3,3,2,1,2,1,1,,3,4,4,4,3,3,4,3,1,1,1,4,3,3|5|4|1|2,3,3,2,1,1,6,5,6,6,6,6,6,6,1|8|6|3|5|2|4|7,3,3,3,3,4,4|2|1|3|5,,3,4,1|2,5,5,4,4,2,2,3,6,,,,,7,6,6,,6,6,2|3|9|5|8|6|1|7|10|4|11,1,3|2|4|1,,,,,,,,,,Condition2_Env
16/06/24 17:30,16/06/24 17:56,0,100,1511,1,16/06/24 17:56,R_1E690XjqZiwLRtb,anonymous,EN,1,,0,0,,1,75,1,9,4,4,4,4,3,3,1,2,1,3,,3,1,3,2,2,3,,,2,1,1,5,1,1|5|2|4|3,5,5,,5,5,5,7,5,5,5,5,5,7,7|3|1|6|4|5|2|8,3,5,5,1,4,3|4|2|1|5,,5,5,1|2,1,1,1,6,6,2,6,7,7,7,7,7,7,7,7,7,1,7,11|7|6|10|5|9|4|1|2|8|3,1,3|4|1|2,4,4,4,4,4,4,1,1,1,Condition3_Ctrl
09/06/24 18:23,09/06/24 18:34,0,91,621,0,16/06/24 18:34,R_DwS3YiQnKePnVER,anonymous,EN,0.8999999761581421,,0,0,,1,35,2,7,1,1,1,3,2,1,2,2,1,1,16,4,4,2,2,4,5,4,4,4,1,1,5,1,5|2|1|3|4,3,3,3,3,3,,7,7,7,7,7,6,2,8|2|5|6|1|7|4|3,1,4,4,2,4,2|3|4|1|5,2,3,3,1|2,4,6,2,5,5,3,4,6,7,5,6,7,6,4,6,6,4,6,7|2|10|3|4|6|8|11|9|1|5,4,4|3|1|2,,,,,,,,,,Condition1_Eco
09/06/24 22:32,09/06/24 22:33,0,9,39,0,16/06/24 22:33,R_32Kn5gQAHsgyAMW,anonymous,EN,0.8999999761581421,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/24 07:52,17/06/24 08:23,0,100,1879,1,17/06/24 08:23,R_2QomNena5Jvh0m1,anonymous,EN,1,,0,0,,1,77,1,9,,4,2,4,1,4,1,2,1,2,,1,1,1,1,1,5,5,,2,2,1,5,4,1|2|3|5|4,5,5,5,5,4,2,7,2,6,1,6,6,4,8|2|1|7|6|5|4|3,4,5,4,1,4,3|4|1|2|5,,5,5,2|1,1,2,2,2,5,2,1,7,7,7,7,7,7,7,7,7,7,6,5|2|4|10|9|6|3|7|11|8|1,1,1|3|2|4,5,5,5,5,5,5,1,3,3,Condition1_Eco
10/06/24 13:02,10/06/24 13:10,0,84,458,0,17/06/24 13:10,R_OP9iLTNbPFlhXEd,anonymous,EN,0.8999999761581421,,0,0,,1,45,1,4,4,1,2,1,3,2,1,1,1,1,,1,3,2,3,4,4,4,2,2,2,2,4,3,1|4|2|5|3,4,4,4,1,1,6,2,3,6,7,7,5,7,2|3|7|6|8|1|4|5,1,3,3,1,1,4|2|3|1|5,,4,5,1|2,3,4,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,Condition3_Ctrl
10/06/24 14:35,10/06/24 14:38,0,9,156,0,17/06/24 14:38,R_1KvyUaS0HKHzmnc,anonymous,EN,1,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/24 14:43,10/06/24 14:51,0,81,525,0,17/06/24 14:51,R_ReQXG2vUQXBIkrD,anonymous,EN,0.699999988,,0,10,,1,71,1,4,4,4,4,4,4,3,1,2,1,2,,2,2,1,1,1,4,5,,2,1,1,4,2,2|1|3|4|5,5,5,5,5,5,2,6,3,5,2,6,6,3,6|2|4|5|3|1|8|7,3,5,5,1,5,2|3|1|4|5,20,5,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition3_Ctrl
10/06/24 20:06,10/06/24 20:09,0,9,157,0,17/06/24 20:09,R_2ZVMttMzkSZMvOg,anonymous,EN,1,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/24 09:34,11/06/24 09:41,0,69,417,0,18/06/24 09:41,R_pQTDyfcmVPMpGo1,anonymous,EN,1,,0,0,,1,57,1,7,,1,1,1,2,,1,2,1,3,,5,2,1,1,3,3,3,,1,1,1,5,1,1|3|4|2|5,5,,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition1_Eco
17/06/24 12:52,18/06/24 14:22,0,100,91821,1,18/06/24 14:22,R_3lMvhYT9wn0piMx,anonymous,EN,1,,0,0,,1,41,2,5,1,1,1,2,1,1,1,2,2,2,,3,4,2,2,4,2,2,3,4,1,1,5,1,3|2|1|4|5,2,4,3,3,3,7,7,7,7,6,7,7,7,5|7|1|4|6|2|8|3,1,2,3,3,5,1|2|4|3|5,20,3,3,2|1,2,2,2,5,5,5,5,7,7,7,7,7,7,7,7,7,6,7,4|10|2|8|5|9|7|1|3|6|11,2,4|2|1|3,1,1,5,2,2,2,2,3,5,Condition3_Ctrl
18/06/24 14:16,18/06/24 14:30,0,100,864,1,18/06/24 14:30,R_1fkKz2deLcUr8hu,anonymous,EN,1,,0,0,,1,38,4,7,1,1,1,4,3,1,1,2,1,1,,1,1,1,1,1,2,5,3,4,1,1,5,1,3|2|5|4|1,5,4,5,5,5,7,7,1,3,3,7,6,6,6|7|2|4|1|8|5|3,3,5,5,1,4,4|3|2|1|5,10,4,4,2|1,1,1,1,4,5,1,5,7,7,7,7,7,7,7,7,7,7,7,11|8|9|7|5|3|6|4|1|2|10,2,1|2|3|4,1,4,5,1,3,2,2,5,6,Condition2_Env
11/06/24 14:27,11/06/24 14:41,0,88,806,0,18/06/24 14:41,R_1FtxzgRu2YVxkVP,anonymous,EN,0.800000012,,0,5,,1,39,2,7,1,1,1,3,4,4,1,1,1,1,,1,4,4,3,2,3,5,4,2,1,1,5,1,5|3|2|4|1,4,3,3,3,3,7,6,6,6,4,6,6,6,8|2|1|4|3|6|7|5,1,2,3,4,4,1|2|3|4|5,,3,4,2|1,5,6,,,,,,7,7,,,,,5,5,7,7,7,3|2|10|9|1|7|8|11|6|5|4,,,,,,,,,,,,Condition3_Ctrl
11/06/24 15:30,11/06/24 15:42,0,69,692,0,18/06/24 15:42,R_8cT0p8RNbZnaE4V,anonymous,EN,1,,0,0,,1,68,1,4,4,4,2,3,2,1,1,2,1,1,,4,4,3,4,4,4,4,3,2,1,4,4,2,1|2|5|4|3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition1_Eco
18/06/24 16:58,18/06/24 17:20,0,100,1302,1,18/06/24 17:20,R_1Lh5W1KhQzclDqs,anonymous,EN,1,,0,0,,1,27,2,5,2,5,1,3,3,2,1,2,2,1,,2,3,3,2,2,3,2,,1,1,1,4,3,1|4|2|5|3,3,3,1,1,1,6,6,6,6,6,6,6,6,8|4|1|6|2|5|7|3,1,4,4,4,2,4|3|2|1|5,,1,4,1|2,1,1,1,5,5,2,4,6,6,6,6,7,7,7,6,6,6,6,4|11|3|10|2|8|9|6|1|7|5,,4|3|1|2,2,2,2,3,3,3,2,3,3,Condition1_Eco
12/06/24 12:44,12/06/24 12:44,0,9,5,0,19/06/24 12:44,R_2sZr7kFfJuieZz5,anonymous,EN,1,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/24 22:32,13/06/24 22:43,0,9,87041,0,20/06/24 22:43,R_1d0633cmwcqZxIh,anonymous,EN,1,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/24 10:36,14/06/24 10:51,0,66,897,0,21/06/24 10:51,R_1rGqPqPj4fgj2ea,anonymous,EN,1,,0,0,,1,73,1,5,1,4,1,4,1,1,1,2,1,1,,3,3,,,3,3,5,3,2,2,2,4,2,3|5|1|2|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition3_Ctrl
22/06/24 21:40,22/06/24 21:55,0,100,903,1,22/06/24 21:55,R_vJoeau307atzlND,anonymous,EN,0.800000012,,0,,,1,40,1,7,3,1,1,2,3,1,2,2,1,1,10,2,4,1,1,3,,2,4,4,1,1,5,2,1|5|3|2|4,3,4,4,3,1,7,7,6,7,7,5,5,6,2|8|5|4|7|3|6|1,3,5,4,5,5,2|3|4|1|5,,3,3,1|2,6,6,6,6,6,6,6,7,5,7,7,7,6,7,7,7,6,6,5|9|10|11|2|7|3|4|1|8|6,1,1|4|2|3,2,2,5,4,5,3,4,4,4,Condition2_Env
24/06/24 17:41,24/06/24 18:16,0,100,2090,1,24/06/24 18:16,R_3iVApSCK7N5SdLr,anonymous,EN,1,,0,,,1,60,2,3,,4,1,1,1,1,1,2,1,1,,1,4,1,1,5,1,3,,1,1,1,5,1,5|2|4|3|1,1,1,1,1,1,7,7,1,7,7,7,1,1,8|3|7|2|1|6|4|5,1,1,1,1,1,3|2|4|1|5,0,1,4,2|1,6,6,1,5,,1,,7,7,7,7,7,7,7,7,7,7,,9|6|5|2|4|8|3|7|1|11|10,4,4|1|2|3,5,5,1,5,5,4,1,1,1,Condition3_Ctrl
17/06/24 21:01,17/06/24 21:03,0,9,111,0,24/06/24 21:03,R_3HC6o8KaB0FrMSd,anonymous,EN,1,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/24 12:33,04/07/24 12:43,0,100,579,1,04/07/24 12:43,R_1rDHA0lSYosUW3d,anonymous,EN,1,,0,0,,1,50,1,7,4,1,3,3,3,3,1,2,3,2,,4,2,1,1,,,,3,3,2,3,5,1,3|4|1|5|2,4,4,4,4,2,4,5,5,6,5,5,6,6,7|8|4|6|2|1|5|3,5,5,4,2,5,1|4|3|2|5,10,4,4,1|2,4,3,2,3,2,2,4,5,7,7,6,7,7,6,4,7,6,6,1|11|8|6|2|7|10|5|9|4|3,1,2|1|4|3,4,3,4,2,4,4,4,4,6,Condition2_Env
05/06/24 12:20,05/06/24 12:31,0,100,617,1,05/06/24 12:31,R_3g6gSrvVu3WBQTu,anonymous,EN,1,,0,0,,1,27,2,7,3,1,1,2,4,1,1,2,3,2,,4,2,1,1,1,3,5,3,3,1,1,5,5,4|1|5|2|3,5,5,5,5,5,7,7,5,7,1,7,7,5,1|4|3|8|5|2|7|6,4,5,5,4,5,3|4|2|1|5,10,5,5,2|1,5,3,2,1,4,5,1,7,7,7,7,7,7,7,7,7,7,7,10|1|7|8|2|5|3|4|6|9|11,4,4|3|2|1,5,5,5,3,2,3,1,1,1,Condition1_Eco
05/06/24 12:17,05/06/24 12:31,0,100,872,1,05/06/24 12:31,R_2Qmsk2hBAu4PJUo,anonymous,EN,1,,0,0,,1,23,1,2,4,5,1,2,3,1,1,2,3,1,,3,4,1,1,1,2,2,3,2,4,2,2,4,5|2|4|1|3,5,5,5,5,5,7,6,6,7,4,6,7,7,8|4|5|6|1|3|7|2,1,1,1,1,1,3|4|2|1|5,0,5,5,1|2,2,2,1,5,3,1,5,7,2,4,5,4,7,2,7,6,7,7,6|10|3|9|11|1|4|8|2|7|5,4,2|3|1|4,2,3,3,3,3,1,3,3,3,Condition2_Env
05/06/24 13:18,05/06/24 13:38,0,100,1162,1,05/06/24 13:38,R_puY5xRSlb6qiQh3,anonymous,EN,0.899999976,,0,0,,1,49,1,7,4,1,2,4,4,2,1,2,3,2,,3,2,2,2,2,3,4,3,2,2,1,4,4,3|4|1|2|5,4,4,4,2,1,6,6,2,6,5,6,6,6,3|6|2|5|4|7|8|1,4,4,4,3,4,4|1|3|2|5,12,4,5,1|2,2,2,2,4,3,2,1,7,6,6,6,7,7,7,7,7,7,6,6|7|9|1|10|4|5|11|8|3|2,1,4|3|2|1,3,3,4,4,4,3,2,3,3,Condition3_Ctrl
05/06/24 13:31,05/06/24 13:45,0,100,858,1,05/06/24 13:46,R_33pbRLCbXFGK7oR,anonymous,EN,0.899999976,,0,0,,1,23,1,5,4,5,2,2,3,1,1,2,3,2,,4,3,2,2,2,3,3,3,2,3,3,2,4,4|2|3|1|5,5,5,5,3,3,6,5,5,6,5,5,6,7,8|7|3|1|6|2|4|5,4,4,3,1,4,1|4|3|2|5,10,5,5,1|2,1,2,2,3,1,2,2,6,4,5,5,5,5,5,6,5,4,5,10|7|11|1|2|8|3|9|5|4|6,1,3|4|2|1,4,2,3,3,3,3,2,3,3,Condition1_Eco
05/06/24 16:34,05/06/24 17:03,0,100,1768,1,05/06/24 17:03,R_10BJxJ5URkdksqV,anonymous,EN,1,,0,0,,1,30,1,9,7,1,2,4,4,4,2,2,3,1,8,4,4,2,1,1,5,5,4,1,1,1,5,1,3|2|5|1|4,4,4,4,4,4,5,7,7,7,6,6,6,7,7|5|1|6|8|4|2|3,4,4,1,1,5,2|1|4|3|5,10,5,3,1|2,3,3,3,3,5,3,5,7,7,7,7,7,7,7,7,7,7,7,6|10|4|2|11|3|8|9|5|1|7,1,1|2|4|3,4,4,4,5,5,5,7,7,7,Condition2_Env
05/06/24 17:28,05/06/24 17:37,0,100,557,1,05/06/24 17:37,R_1g6mU3FT6KsWWPN,anonymous,EN,1,,0,0,,1,23,1,2,3,5,2,3,3,3,1,2,3,2,,3,4,2,2,4,2,2,3,3,2,2,2,3,1|4|5|2|3,3,3,3,3,3,6,5,5,5,5,5,5,6,6|7|4|1|3|5|2|8,3,4,2,3,3,3|4|1|2|5,11,3,4,1|2,4,3,2,3,4,2,2,6,5,5,6,6,5,6,6,6,6,6,5|1|7|2|3|8|4|6|11|10|9,4,4|2|1|3,4,3,4,4,4,4,2,3,3,Condition3_Ctrl
05/06/24 17:27,05/06/24 17:44,0,100,984,1,05/06/24 17:44,R_BRhB7no1cO9CAud,anonymous,EN,0.800000012,,0,0,,1,33,1,4,5,1,1,3,4,3,1,2,3,2,,3,3,1,1,2,3,4,3,2,2,2,3,4,2|1|5|4|3,5,4,3,4,3,6,6,6,6,6,6,6,6,2|1|3|5|8|7|6|4,3,3,3,4,2,4|3|2|1|5,0,2,2,2|1,2,2,2,4,1,2,2,6,4,4,7,7,6,7,7,7,7,7,11|6|2|8|4|5|9|10|1|7|3,2,3|4|2|1,3,3,4,3,3,3,2,2,2,Condition1_Eco
05/06/24 17:48,05/06/24 18:05,0,100,1007,1,05/06/24 18:05,R_290oXE6yYabE0fY,anonymous,EN,1,,0,0,,1,51,1,5,3,1,4,4,4,2,1,2,2,2,,4,4,1,2,3,4,5,3,3,1,1,5,3,3|1|4|2|5,4,4,4,4,3,5,7,5,3,7,6,6,7,4|1|3|7|6|2|5|8,5,4,5,1,5,2|1|4|3|5,10,4,4,2|1,2,3,4,5,5,3,3,6,7,5,7,7,7,7,7,7,6,6,4|6|10|7|11|1|2|8|3|5|9,1,1|2|3|4,3,3,4,3,3,3,3,2,2,Condition3_Ctrl
05/06/24 17:49,05/06/24 18:16,0,100,1623,1,05/06/24 18:16,R_1f6OHN6Br5aJstY,anonymous,EN,0.800000012,,0,0,,1,26,1,2,6,1,1,2,3,1,1,1,1,1,,1,5,4,4,5,3,3,4,3,5,2,1,5,3|2|5|4|1,2,1,1,1,1,7,2,7,2,7,7,7,6,4|5|3|2|8|1|7|6,1,1,1,5,1,3|1|4|2|5,0,1,1,2|1,5,5,5,3,3,4,6,6,5,5,7,4,6,6,6,6,7,6,4|5|3|2|9|8|7|10|6|1|11,1,4|2|1|3,1,2,3,4,,,,1,1,Condition2_Env
05/06/24 19:23,05/06/24 19:37,0,100,867,1,05/06/24 19:38,R_28Tj3sduL8C6EuO,anonymous,EN,1,,0,0,,1,52,1,6,3,1,2,3,2,4,1,2,3,1,,1,1,1,2,1,4,4,4,2,2,2,4,2,2|5|4|3|1,5,4,4,2,1,6,2,6,7,2,6,2,5,6|1|3|8|5|7|2|4,2,3,3,1,2,3|4|2|1|5,0,5,5,2|1,2,2,2,2,5,4,4,7,6,6,6,7,6,7,6,7,7,6,5|9|3|6|4|10|1|7|8|2|11,1,3|1|2|4,4,4,3,4,4,4,5,5,5,Condition3_Ctrl
13/06/24 12:02,13/06/24 12:26,0,100,1413,1,13/06/24 12:26,R_2YPqWDM4YKLg8qU,anonymous,EN,1,,0,0,,1,23,1,2,2,5,1,1,4,1,1,2,3,2,,4,4,1,1,1,5,5,3,2,2,5,5,4,5|1|3|4|2,5,5,5,4,4,6,6,2,7,3,2,7,6,2|3|1|8|5|4|6|7,4,5,4,1,4,2|3|1|4|5,23,5,5,1|2,2,2,2,5,5,2,5,7,7,7,7,7,7,7,7,7,7,7,11|9|5|8|7|1|10|4|6|3|2,1,3|1|2|4,5,1,5,4,4,4,5,4,5,Condition1_Eco
19/06/24 19:00,19/06/24 19:09,0,100,580,1,19/06/24 19:09,R_3knWfancYjkSHuA,anonymous,EN,1,,0,0,,1,27,1,2,6,5,3,3,5,5,1,2,3,1,,3,3,2,1,1,2,1,4,1,1,1,4,1,2|1|3|5|4,5,5,5,5,5,7,7,1,7,1,5,5,7,1|4|8|6|7|3|2|5,3,3,3,1,3,3|2|4|1|5,,5,5,2|1,5,3,3,3,3,5,5,7,7,7,7,7,7,7,7,7,7,7,5|8|4|2|11|7|3|1|10|9|6,2,3|1|2|4,3,3,3,1,1,1,1,1,1,Condition2_Env
13/06/24 01:33,13/06/24 01:33,0,9,8,0,20/06/24 01:33,R_RmepA273974N1AZ,anonymous,EN,1,,0,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,