StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q2_Consent2,Q3_Age,Q4_Gender,Q5_Edu_level,Q8_Emp,Q10_Trust_1,Q10_Trust_2,Q10_Trust_3,Q10_Trust_4,Q11_WE_Home,Q12_WE_Visit,Q13_WE_Emp,Q14_WE_Invest,Q17_Know_1,Q17_Know_2,Q17_Know_3,Q17_Know_4,Q17_Know_5,Q17_Know_6,Q20_Env_Concern_1,Q20_Env_Concern_2,Q20_Env_Concern_3,Q20_Env_Concern_4,Q20_Env_Concern_5,Q20_Env_Concern_DO,Q24_SA_Att_1,Q24_SA_Att_2,Q24_SA_Att_3,Q24_SA_Att_4,Q24_SA_Att_5,Q25_SA_Fact_1,Q25_SA_Fact_2,Q25_SA_Fact_3,Q25_SA_Fact_4,Q25_SA_Fact_5,Q25_SA_Fact_6,Q25_SA_Fact_7,Q25_SA_Fact_8,Q25_SA_Fact_DO,Q26_SA_Behav_1,Q26_SA_Behav_2,Q26_SA_Behav_3,Q26_SA_Behav_4,Q26_SA_Behav_5,Q26_SA_Behav_DO,Q28_Acc_1,Q28_Acc_2,Q28_Acc_DO,Q29_Eco_Perc_1,Q29_Eco_Perc_2,Q29_Eco_Perc_3,Q29_Eco_Perc_4,Q29_Eco_Perc_5,Q29_Eco_Perc_6,Q29_Eco_Perc_7,Q30_Env_Id_1,Q30_Env_Id_2,Q30_Env_Id_3,Q30_Env_Id_4,Q30_Env_Id_5,Q30_Env_Id_6,Q30_Env_Id_7,Q30_Env_Id_8,Q30_Env_Id_9,Q30_Env_Id_10,Q30_Env_Id_11,Q30_Env_Id_DO,Q31_Check,Q31_Check_DO,Q32_Social_Norm_1,Q32_Social_Norm_2,Q32_Social_Norm_3,Q33_Comm_ID_1,Q33_Comm_ID_2,Q33_Comm_ID_3,FL_24_DO
2024-10-23 16:17:54,2024-10-23 16:26:04,0,100,490,1,2024-10-23 16:26:05,R_W09bRlNo6sbGp3j,anonymous,EN,1,,0,0,,1,38,1,7,1,2,2,1,1,2,2,3,1,3,4,2,1,1,4,2,2,2,4,5,2|1|5|4|3,4,4,4,4,4,5,5,5,7,3,7,7,7,8|3|2|4|6|1|5|7,1,4,4,2,3,4|2|1|3|5,3,5,2|1,5,4,5,3,1,1,1,7,4,7,7,7,7,7,7,7,7,7,9|11|6|4|2|7|8|1|10|3|5,1,3|2|4|1,4,4,2,2,1,2,Condition1_Eco
2024-10-23 16:16:48,2024-10-23 16:26:29,0,100,580,1,2024-10-23 16:26:30,R_1IDSBFBWuPyBlzZ,anonymous,EN,0.699999988079071,,0,0,,1,60,1,7,1,1,1,3,3,1,2,1,1,3,3,2,3,3,4,2,1,1,4,1,1|3|5|2|4,3,2,2,2,2,6,6,6,6,6,4,6,6,6|2|3|7|4|5|8|1,1,3,4,3,4,2|1|3|4|5,2,3,1|2,2,2,1,5,4,3,1,6,7,5,5,6,7,6,7,6,7,6,7|3|4|9|1|6|8|2|5|10|11,4,4|1|3|2,3,2,2,3,4,3,Condition2_Env
2024-10-23 16:30:26,2024-10-23 16:37:47,0,100,441,1,2024-10-23 16:37:48,R_1mEs7K5ofXbMVOv,anonymous,EN,,,0,0,,1,56,1,5,1,3,3,5,3,1,1,1,2,3,4,2,4,3,5,2,2,1,3,4,2|5|1|3|4,4,4,4,2,1,6,6,7,6,7,5,6,7,5|7|1|3|2|8|4|6,2,4,5,2,4,4|1|2|3|5,5,1,1|2,6,3,3,4,4,4,5,7,7,6,7,7,7,6,6,7,7,7,7|6|9|2|4|8|11|1|10|3|5,2,2|3|4|1,2,4,4,3,4,4,Condition2_Env
2024-10-23 16:21:51,2024-10-23 16:37:48,0,100,957,1,2024-10-23 16:37:49,R_1E56MqN9jHBNi1e,anonymous,EN,1,,0,0,,1,73,1,4,4,2,5,5,5,1,1,1,1,1,1,1,1,5,5,1,2,1,4,4,4|3|5|2|1,5,5,5,5,5,7,7,3,7,4,4,6,7,7|6|4|3|5|8|1|2,4,5,5,1,2,2|1|3|4|5,5,5,1|2,1,1,1,5,4,1,1,7,7,7,7,7,7,7,7,7,7,7,8|2|11|6|3|5|9|7|1|4|10,1,4|1|3|2,5,5,5,5,5,5,Condition1_Eco
2024-10-23 16:28:25,2024-10-23 16:41:58,0,100,813,1,2024-10-23 16:41:59,R_3GcYH8RtLgfMH35,anonymous,EN,1,,0,0,,1,63,2,5,4,1,2,1,1,1,2,1,1,4,4,4,4,2,5,4,1,1,5,1,4|5|1|3|2,5,4,1,1,1,6,7,5,7,6,7,7,7,6|4|5|2|7|1|8|3,2,2,4,5,5,4|1|2|3|5,2,4,1|2,4,2,1,4,4,2,5,7,7,7,7,7,7,7,7,7,7,7,11|10|3|1|9|2|4|5|6|7|8,1,1|3|4|2,4,4,1,2,2,2,Condition3_Ctrl
2024-10-23 16:11:21,2024-10-23 16:50:39,0,100,2357,1,2024-10-23 16:50:40,R_1pyxK85RHJ5593X,anonymous,EN,1,,0,0,,1,73,1,3,4,4,4,4,3,1,1,1,2,2,2,2,1,3,4,1,1,1,5,2,2|3|4|5|1,5,5,5,1,1,5,3,6,7,4,7,6,6,8|5|7|4|6|3|1|2,3,4,4,2,4,1|3|2|4|5,4,5,2|1,2,3,3,2,2,1,1,7,7,4,7,7,7,4,7,7,7,7,5|8|7|2|10|1|9|4|11|6|3,1,4|3|2|1,5,5,5,4,4,4,Condition3_Ctrl
2024-10-23 16:49:07,2024-10-23 16:59:45,0,100,638,1,2024-10-23 16:59:46,R_1IfNExSoZ0YNUtf,anonymous,EN,1,,0,0,,1,52,1,7,1,2,2,2,2,1,2,1,1,4,2,2,3,3,5,2,1,1,5,1,1|4|2|5|3,5,4,3,1,1,7,7,6,3,2,2,5,5,5|2|4|8|7|3|1|6,3,3,3,4,4,2|3|1|4|5,4,4,2|1,3,3,3,4,4,2,4,7,7,7,7,7,7,7,7,7,7,7,11|2|1|4|5|3|6|7|9|8|10,1,2|1|3|4,3,5,3,2,2,3,Condition2_Env
2024-10-23 16:48:13,2024-10-23 17:04:34,0,100,981,1,2024-10-23 17:04:35,R_2bId2Fl60vvngV7,anonymous,EN,1,,0,0,,1,67,1,9,4,1,3,4,1,1,1,1,3,5,5,2,5,2,4,4,5,1,5,5,4|5|2|3|1,3,2,1,1,1,7,1,7,2,7,1,2,7,7|2|1|8|3|5|4|6,1,1,1,5,5,2|1|3|4|5,1,1,2|1,5,4,1,2,3,2,6,7,7,7,7,7,7,7,7,7,7,7,6|9|11|2|10|4|5|8|3|7|1,2,3|1|2|4,4,3,5,5,5,5,Condition1_Eco
2024-10-23 17:00:03,2024-10-23 17:14:12,0,100,849,1,2024-10-23 17:14:13,R_2OHGmW8QfXfKvr3,anonymous,EN,0.8999999761581421,,0,0,,1,46,1,8,1,4,2,3,3,1,2,1,2,2,1,1,1,4,5,1,1,1,4,2,2|3|4|5|1,5,5,5,5,5,2,7,2,7,1,1,7,1,4|2|7|3|1|5|6|8,4,5,5,1,4,2|4|3|1|5,5,5,1|2,1,1,1,3,5,2,1,7,7,7,7,7,7,7,7,7,7,7,4|5|6|8|10|1|2|3|9|11|7,4,3|1|4|2,2,3,3,3,4,3,Condition1_Eco
2024-10-23 17:05:50,2024-10-23 17:18:12,0,100,741,1,2024-10-23 17:18:12,R_24OsVSrrsOH5Aho,anonymous,EN,0.8999999761581421,,0,0,,1,32,1,4,1,1,4,1,1,1,2,2,2,4,4,3,5,3,4,1,3,3,2,5,1|5|3|2|4,2,1,1,1,1,7,4,7,3,7,4,7,7,3|1|7|4|6|5|8|2,3,3,3,5,3,3|2|4|1|5,1,1,2|1,6,3,1,2,2,2,1,7,7,7,7,7,7,7,7,7,7,7,5|1|2|4|8|9|3|10|11|6|7,4,3|4|2|1,4,5,4,5,5,5,Condition3_Ctrl
2024-10-23 17:11:50,2024-10-23 17:26:14,0,100,863,1,2024-10-23 17:26:14,R_2vkKpP5glpBW2WR,anonymous,EN,1,,0,0,,1,60,1,2,1,1,4,1,1,2,2,1,1,1,2,4,4,1,3,4,2,1,5,4,2|3|4|1|5,1,1,1,1,1,6,6,6,6,6,6,6,6,6|7|3|5|4|1|8|2,1,1,1,5,5,1|3|2|4|5,1,1,2|1,1,1,2,5,1,1,3,7,7,7,7,7,7,7,7,7,7,7,7|1|4|3|8|11|5|6|2|10|9,2,4|1|3|2,4,4,3,4,5,4,Condition2_Env
2024-10-23 17:27:53,2024-10-23 17:35:13,0,100,439,1,2024-10-23 17:35:14,R_1eWQTKMpDyihB6V,anonymous,EN,1,,0,0,,1,48,1,7,1,2,3,4,2,2,2,2,2,1,2,3,1,3,4,4,1,2,4,4,1|3|4|5|2,4,4,4,3,2,6,6,6,5,3,6,5,5,8|2|6|1|3|7|5|4,5,5,5,2,3,3|2|1|4|5,4,4,2|1,4,3,2,5,1,1,2,6,4,6,7,6,7,7,6,7,6,7,3|1|6|7|5|4|2|8|10|11|9,2,4|2|3|1,4,2,4,3,3,4,Condition1_Eco
2024-10-23 17:47:06,2024-10-23 17:55:38,0,100,511,1,2024-10-23 17:55:38,R_2U3i7MwQrwdUNSE,anonymous,EN,1,,0,0,,1,45,1,1,1,2,2,3,1,2,2,1,2,3,5,5,5,5,5,2,1,1,4,4,1|3|2|5|4,4,4,4,4,4,7,7,5,7,6,7,7,6,8|4|1|7|6|2|5|3,1,5,5,3,5,3|1|4|2|5,5,5,2|1,2,2,2,5,5,4,6,6,6,6,6,6,6,6,6,6,6,6,7|4|5|9|6|8|1|3|11|10|2,1,3|2|4|1,5,3,5,4,5,5,Condition1_Eco
2024-10-23 17:39:35,2024-10-23 18:02:07,0,100,1351,1,2024-10-23 18:02:07,R_2wTt2zAaFtVvYwy,anonymous,EN,0.10000000149011612,,0,0,,1,40,1,2,1,4,1,3,4,1,1,1,3,4,1,2,2,4,4,2,2,1,2,4,3|5|2|4|1,4,4,4,4,2,7,6,6,6,6,6,7,6,7|3|6|5|2|8|4|1,4,5,5,4,4,2|1|3|4|5,4,5,2|1,2,2,1,4,5,6,6,7,7,4,7,7,7,7,7,7,7,7,2|1|11|10|9|7|3|4|8|6|5,4,3|1|4|2,5,4,5,3,5,5,Condition3_Ctrl
2024-10-23 17:52:14,2024-10-23 18:06:44,0,100,869,1,2024-10-23 18:06:44,R_1go5jVsfpNbnL7t,anonymous,EN,1,,0,0,,1,70,1,6,4,3,4,4,5,1,2,1,1,2,1,2,3,3,4,4,2,1,4,2,4|1|3|2|5,5,4,2,2,1,6,6,6,5,6,6,4,6,2|3|1|5|8|7|4|6,3,2,2,3,3,1|4|2|3|5,2,4,2|1,3,3,1,1,3,3,6,7,7,7,7,7,7,7,7,7,7,7,6|4|2|8|3|5|11|10|7|9|1,2,3|4|1|2,3,4,3,4,3,4,Condition2_Env
2024-10-23 17:29:56,2024-10-23 18:09:15,0,100,2358,1,2024-10-23 18:09:15,R_1H2df4FBGVA0YYM,anonymous,EN,0.8999999761581421,,0,0,,1,66,1,5,4,3,3,4,2,1,1,1,1,2,2,2,2,2,4,2,1,2,3,2,2|5|4|1|3,4,4,4,4,4,5,5,5,4,4,5,5,5,5|4|2|1|8|6|3|7,4,5,5,3,3,2|3|1|4|5,4,4,1|2,3,3,3,3,4,3,6,5,5,5,5,5,6,5,5,6,4,5,9|3|10|6|11|5|1|7|2|8|4,1,2|1|3|4,3,3,3,3,3,3,Condition3_Ctrl
2024-10-23 18:01:44,2024-10-23 18:10:30,0,100,525,1,2024-10-23 18:10:30,R_2b1qoAEPbVfoPK4,anonymous,EN,1,,0,0,,1,40,1,2,1,4,4,4,1,1,2,1,1,4,4,3,4,1,4,2,2,1,4,5,5|2|4|1|3,4,4,4,1,1,7,7,7,7,7,7,7,7,1|3|8|6|2|7|5|4,2,4,4,3,3,1|3|4|2|5,4,4,1|2,5,5,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,1|2|8|9|11|5|7|6|3|10|4,3,1|3|2|4,4,4,3,4,4,4,Condition1_Eco
2024-10-23 18:03:41,2024-10-23 18:17:03,0,100,801,1,2024-10-23 18:17:03,R_1LLFwqzl6D0GdGk,anonymous,EN,1,,0,0,,1,73,1,7,4,4,3,4,3,1,2,1,2,1,2,1,1,4,5,1,1,1,1,1,1|3|2|5|4,5,5,5,5,5,2,6,2,6,4,4,6,5,4|7|5|1|3|6|8|2,3,4,4,1,4,3|4|1|2|5,5,5,2|1,3,3,4,5,1,1,3,7,7,7,6,7,7,7,7,6,7,7,5|6|7|8|11|3|10|1|4|2|9,4,1|2|3|4,5,5,4,4,4,4,Condition2_Env
2024-10-23 17:59:31,2024-10-23 18:20:54,0,100,1283,1,2024-10-23 18:20:55,R_0lGbAnitKosopOh,anonymous,EN,1,,0,0,,1,66,1,5,1,4,3,2,2,1,2,2,1,4,1,1,3,3,4,2,1,1,4,4,3|1|4|5|2,4,4,4,1,1,7,7,7,6,7,7,7,7,3|8|2|7|5|1|4|6,1,4,5,4,4,3|4|1|2|5,5,5,1|2,6,6,1,4,2,1,1,7,7,7,7,7,7,7,7,7,7,7,5|1|7|8|3|2|9|10|11|6|4,4,2|3|1|4,3,4,4,4,4,4,Condition3_Ctrl
2024-10-23 18:17:14,2024-10-23 18:23:08,0,100,354,1,2024-10-23 18:23:09,R_3MRJubRfqWEjENm,anonymous,EN,1,,0,0,,1,56,1,7,1,1,2,1,1,1,2,1,2,1,1,1,1,5,5,2,2,4,4,4,4|1|3|5|2,5,5,4,4,4,6,6,5,6,7,5,5,4,3|1|8|2|4|7|6|5,4,4,4,4,4,1|3|2|4|5,5,4,1|2,2,1,1,3,5,2,2,7,7,6,6,6,6,7,6,7,7,6,3|6|9|5|11|2|8|4|7|1|10,1,2|3|1|4,4,3,4,3,4,4,Condition1_Eco
2024-10-23 18:25:37,2024-10-23 18:35:42,0,100,605,1,2024-10-23 18:35:43,R_1IcnFfkk2DVXc0U,anonymous,EN,1,,0,0,,1,50,1,2,1,2,3,3,1,1,1,1,1,3,1,1,1,3,5,1,1,2,4,4,3|1|4|2|5,3,3,3,3,1,6,6,6,5,4,5,4,5,5|8|2|7|4|6|3|1,1,5,5,3,3,2|3|4|1|5,4,4,1|2,3,3,1,5,5,3,3,6,7,7,6,6,7,7,6,7,6,7,10|7|6|11|3|8|9|1|4|2|5,1,4|3|1|2,4,3,3,4,4,4,Condition2_Env
2024-10-23 18:36:33,2024-10-23 18:55:19,0,100,1126,1,2024-10-23 18:55:20,R_1OOEzMbF0EQD8Pg,anonymous,EN,1,,0,0,,1,61,1,2,4,2,5,4,1,1,1,1,1,3,1,1,1,4,5,1,2,1,4,4,3|1|4|5|2,4,4,4,2,2,7,7,7,7,7,7,7,7,6|3|1|5|2|7|8|4,4,4,4,4,4,3|1|2|4|5,4,2,2|1,1,1,1,5,3,2,1,7,7,7,7,7,7,7,7,7,7,7,1|11|8|2|5|10|6|3|4|9|7,1,4|3|1|2,3,4,5,5,5,5,Condition3_Ctrl
2024-10-23 18:49:21,2024-10-23 19:01:50,0,100,749,1,2024-10-23 19:01:50,R_3EXoYTeBLpcZEcD,anonymous,EN,0.5,,0,0,,1,46,1,1,1,2,5,5,5,1,1,1,3,4,2,2,2,4,4,1,5,5,1,5,1|4|2|5|3,1,1,1,1,1,7,1,7,7,7,7,1,7,4|6|1|3|2|8|5|7,1,1,1,5,3,4|3|1|2|5,1,1,2|1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9|5|7|2|11|4|6|3|1|8|10,3,3|1|2|4,1,1,1,1,1,1,Condition2_Env
2024-10-23 18:44:25,2024-10-23 19:04:39,0,100,1214,1,2024-10-23 19:04:41,R_1F4CYIUYPkmEXgg,anonymous,EN,1,,0,0,,1,61,1,7,1,4,3,4,4,1,1,1,2,1,1,1,1,5,5,3,1,1,2,2,2|5|1|3|4,5,5,5,5,5,7,7,7,7,7,7,7,7,6|2|1|7|8|5|3|4,5,5,5,1,4,2|3|1|4|5,5,5,1|2,6,6,2,3,2,4,5,7,7,7,7,7,7,7,7,7,7,7,1|2|4|6|7|9|10|5|3|8|11,1,1|2|4|3,1,5,5,5,4,5,Condition1_Eco
2024-10-23 18:49:26,2024-10-23 19:13:32,0,100,1446,1,2024-10-23 19:13:33,R_bQtl5DgcA1LPZux,anonymous,EN,0.30000001192092896,,0,0,,1,63,1,5,1,1,2,3,1,1,2,1,2,1,1,2,2,4,5,1,1,2,4,4,1|5|3|2|4,4,4,4,2,2,2,7,2,5,2,6,6,6,4|5|2|7|8|6|3|1,2,5,2,2,4,2|3|4|1|5,5,3,1|2,2,2,1,2,3,1,1,7,7,7,7,7,7,7,7,7,7,7,5|2|11|7|9|10|6|8|3|1|4,4,4|1|3|2,5,5,4,3,4,4,Condition1_Eco
2024-10-23 18:29:13,2024-10-23 19:15:36,0,100,2783,1,2024-10-23 19:15:37,R_2zkAdzuqHnTJcl5,anonymous,EN,1,,0,0,,1,38,1,2,1,1,1,1,2,2,1,1,1,5,5,3,3,1,1,4,1,1,5,2,1|3|2|5|4,1,1,1,1,1,7,7,6,6,7,6,6,7,2|4|3|8|5|7|1|6,1,1,1,4,5,4|1|2|3|5,1,4,1|2,3,3,1,4,5,2,6,7,7,7,7,7,7,7,7,7,7,7,7|4|11|2|6|1|3|10|8|9|5,2,3|2|4|1,4,4,2,5,5,5,Condition2_Env
2024-10-23 19:24:53,2024-10-23 19:42:57,0,100,1084,1,2024-10-23 19:42:58,R_25L4g8Qlj4kkpnM,anonymous,EN,0.8999999761581421,,0,0,,1,68,1,5,4,1,2,1,1,1,2,1,1,5,5,5,5,1,5,2,2,1,5,5,3|4|1|5|2,4,1,1,1,1,7,7,7,3,6,7,7,7,1|2|5|4|7|8|6|3,1,1,1,5,1,3|2|4|1|5,1,1,1|2,6,6,6,3,3,1,6,7,7,7,7,7,7,7,7,7,7,7,7|1|4|2|6|9|8|10|5|3|11,2,2|3|1|4,3,4,1,5,5,4,Condition1_Eco
2024-10-23 19:34:37,2024-10-23 19:47:34,0,100,776,1,2024-10-23 19:47:34,R_3qL2Cjvr1Op2QIT,anonymous,EN,1,,0,0,,1,57,1,7,1,3,3,2,2,1,2,1,1,3,3,4,1,3,2,4,1,1,5,1,1|2|4|3|5,4,3,3,3,3,7,5,7,4,5,6,7,7,3|6|4|2|8|1|5|7,2,3,2,3,5,1|3|2|4|5,3,4,2|1,4,4,3,5,3,2,2,7,7,7,7,7,7,7,6,7,7,7,7|6|2|8|10|1|3|9|11|5|4,4,4|2|3|1,3,2,2,4,4,3,Condition3_Ctrl
2024-10-23 19:44:31,2024-10-23 19:51:11,0,100,400,1,2024-10-23 19:51:11,R_2V4PhHvopGEFPjO,anonymous,EN,1,,0,0,,1,35,1,5,1,1,4,1,1,1,2,3,2,2,2,3,2,4,4,3,1,1,5,2,2|5|3|4|1,4,5,5,4,2,6,7,6,6,6,6,7,7,7|8|3|2|4|1|5|6,4,5,4,3,5,3|2|4|1|5,5,5,1|2,1,1,1,4,5,2,1,7,7,7,6,7,7,7,6,7,7,7,11|1|10|3|6|8|9|7|4|2|5,4,4|3|1|2,2,3,4,4,5,4,Condition3_Ctrl
2024-10-23 19:46:04,2024-10-23 19:57:49,0,100,705,1,2024-10-23 19:57:50,R_2Tw6tDKC2sKO4Vm,anonymous,EN,0.699999988079071,,0,0,,1,41,1,5,1,1,2,2,1,1,2,1,1,4,2,1,3,3,2,3,1,1,5,2,4|3|1|5|2,5,4,4,4,2,6,6,6,4,5,4,6,5,6|4|7|2|3|5|8|1,4,5,4,5,5,3|1|4|2|5,4,3,1|2,4,3,3,5,5,6,6,7,6,7,6,7,7,7,7,7,6,7,2|6|3|5|7|1|10|4|11|8|9,4,1|3|4|2,3,1,4,3,5,3,Condition2_Env
2024-10-23 19:25:02,2024-10-23 20:04:13,0,100,2350,1,2024-10-23 20:04:14,R_3hFN3EYBS0o5WRK,anonymous,EN,1,,0,0,,1,50,2,4,1,4,4,4,4,1,1,1,2,4,3,2,3,4,5,2,1,1,5,1,1|3|2|4|5,5,5,4,4,4,7,7,7,7,7,7,7,6,3|6|1|7|2|4|8|5,2,4,5,1,4,1|2|4|3|5,3,3,1|2,5,4,2,3,4,4,4,6,7,6,6,7,7,7,5,6,6,7,10|6|11|2|3|7|8|9|5|1|4,4,2|4|1|3,4,4,5,4,4,3,Condition3_Ctrl
2024-10-23 19:27:18,2024-10-23 20:35:11,0,100,4072,1,2024-10-23 20:35:12,R_2374WZcJCygHONt,anonymous,EN,0.800000011920929,,0,0,,1,45,2,2,1,4,4,4,2,1,2,1,3,2,3,3,3,3,3,1,1,5,4,4,5|4|3|1|2,4,4,4,4,4,6,6,6,6,6,6,6,6,7|3|4|2|5|1|6|8,4,4,4,2,4,3|2|1|4|5,4,3,2|1,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,1|6|4|11|8|3|10|7|9|2|5,1,3|1|2|4,3,3,4,4,4,4,Condition2_Env
2024-10-23 21:02:11,2024-10-23 21:10:30,0,100,498,1,2024-10-23 21:10:30,R_6RJRiUWxBgcjjKV,anonymous,EN,1,,0,0,,1,41,1,5,1,4,4,3,2,1,2,1,1,2,3,3,2,4,5,1,2,2,4,4,3|1|5|4|2,5,5,5,4,3,7,6,7,7,7,6,7,6,4|5|7|3|1|8|2|6,4,4,4,2,3,3|2|1|4|5,4,5,1|2,1,1,1,3,5,2,1,7,4,6,7,7,7,7,7,7,7,7,2|6|5|7|8|4|1|9|10|3|11,4,4|1|2|3,1,3,4,3,2,2,Condition3_Ctrl
2024-10-23 21:15:58,2024-10-23 21:30:25,0,100,867,1,2024-10-23 21:30:26,R_2s0xWA9PWHUiBfH,anonymous,EN,0.8999999761581421,,0,0,,1,55,1,2,1,3,3,3,3,1,2,1,1,3,3,3,3,3,3,4,4,4,4,4,4|2|5|1|3,3,3,3,3,3,7,7,7,7,7,7,6,7,7|2|5|1|6|8|4|3,5,5,5,3,5,2|1|3|4|5,4,5,1|2,4,3,3,4,6,6,1,4,4,4,4,4,4,4,4,4,4,4,9|10|2|3|8|1|7|11|5|6|4,1,1|2|3|4,4,4,4,3,3,3,Condition1_Eco
2024-10-23 21:34:08,2024-10-23 21:46:36,0,100,747,1,2024-10-23 21:46:36,R_12tl4fzNMEbJVqi,anonymous,EN,1,,0,0,,1,69,1,9,4,4,4,5,1,1,1,1,1,3,1,1,1,3,3,3,4,2,3,5,4|5|3|1|2,4,4,4,4,4,5,4,5,4,1,5,6,4,5|7|4|8|1|3|6|2,3,4,4,1,4,1|4|2|3|5,4,4,1|2,2,2,1,4,4,6,6,6,7,4,4,6,6,7,1,7,7,7,8|4|3|11|6|2|1|5|9|10|7,2,3|4|2|1,3,3,3,4,4,4,Condition1_Eco
2024-10-23 21:32:57,2024-10-23 21:48:44,0,100,947,1,2024-10-23 21:48:45,R_21mvhhGb7ATyLMq,anonymous,EN,1,,0,0,,1,70,1,9,4,3,4,3,1,1,2,1,1,3,2,2,2,3,3,3,2,2,4,2,3|5|4|2|1,3,3,2,1,1,3,5,4,4,6,5,5,5,6|7|5|2|4|8|1|3,2,3,3,3,3,3|2|1|4|5,3,4,1|2,6,6,1,3,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4|1|10|6|9|5|3|2|11|7|8,1,1|4|2|3,2,3,3,3,2,3,Condition3_Ctrl
2024-10-23 21:57:53,2024-10-23 22:14:54,0,100,1021,1,2024-10-23 22:14:56,R_3GksHuGnyZlbD0e,anonymous,EN,0.20000000298023224,,0,0,,1,50,2,7,1,2,4,2,1,1,2,1,1,4,1,1,4,4,5,1,1,1,4,1,1|2|5|3|4,4,4,1,1,1,7,7,6,5,7,2,6,6,6|1|2|5|8|4|3|7,1,3,1,4,1,3|4|2|1|5,4,4,1|2,2,1,1,4,5,4,3,7,7,7,7,7,7,7,7,7,7,7,2|5|4|11|7|1|3|8|10|6|9,1,2|1|4|3,1,5,5,4,4,3,Condition2_Env
2024-10-24 00:31:38,2024-10-24 00:43:52,0,100,733,1,2024-10-24 00:43:52,R_3PLEinT86yqozer,anonymous,EN,0.8999999761581421,,0,5,,1,45,1,2,1,2,2,2,2,1,2,1,2,5,4,2,4,1,3,1,5,1,1,5,2|3|1|4|5,5,5,1,1,1,7,1,7,7,7,7,7,7,2|4|7|3|8|6|5|1,1,5,5,1,5,4|3|1|2|5,3,5,2|1,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,1|8|9|7|3|11|5|10|2|4|6,1,1|4|3|2,3,3,3,3,3,3,Condition2_Env
2024-10-24 00:41:50,2024-10-24 01:03:01,0,100,1271,1,2024-10-24 01:03:02,R_12r90V7p9ulM7fp,anonymous,EN,1,,0,5,,1,56,1,4,1,5,5,3,3,1,2,1,1,4,4,4,4,4,2,2,1,1,1,5,3|1|4|2|5,4,4,1,1,1,6,1,6,2,3,7,7,6,1|2|3|5|7|8|4|6,4,5,5,4,2,3|2|1|4|5,4,2,1|2,2,2,1,2,1,1,1,4,7,7,4,7,7,7,7,7,7,7,8|6|11|5|7|2|9|4|10|1|3,4,2|4|3|1,4,2,3,5,5,5,Condition1_Eco
